105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,67000,19410,0.29,0.30,0.28,0.28,+0.05,9
105/08/29,11000,2860,0.26,0.26,0.26,0.26,-0.02,2
105/08/30,131000,39310,0.31,0.31,0.30,0.30,+0.04,3
105/08/31,187000,55080,0.30,0.30,0.29,0.30,0.00,4
105/09/01,102000,29580,0.29,0.29,0.29,0.29,-0.01,2
105/09/02,135000,41850,0.31,0.31,0.31,0.31,+0.02,2
105/09/05,102000,35780,0.35,0.36,0.34,0.35,+0.04,5
105/09/06,0,0,---,---,---,---,---,0
105/09/07,50000,14000,0.28,0.28,0.28,0.28,+0.02,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,92000,27100,0.29,0.30,0.29,0.30,+0.02,4
105/09/10,110000,39600,0.36,0.36,0.36,0.36,+0.06,3
105/09/12,62000,21900,0.35,0.37,0.35,0.37,+0.01,3
105/09/13,161000,63080,0.37,0.44,0.37,0.42,+0.05,9
105/09/14,308000,136990,0.45,0.45,0.43,0.44,+0.02,8
105/09/19,110000,41780,0.37,0.38,0.37,0.38,-0.06,5
105/09/20,484000,141470,0.33,0.33,0.28,0.28,-0.10,9
105/09/21,314000,90030,0.29,0.29,0.27,0.27,-0.01,7
105/09/22,87000,22150,0.25,0.26,0.25,0.26,-0.01,2
105/09/23,353000,79650,0.25,0.25,0.20,0.22,-0.04,9
105/09/26,58000,12130,0.20,0.21,0.20,0.21,-0.01,5
105/09/29,160000,33500,0.20,0.21,0.20,0.21,0.00,2
105/09/30,530000,118650,0.23,0.24,0.21,0.21,0.00,8
105/10/03,401000,100850,0.24,0.27,0.24,0.27,+0.06,13
105/10/04,398000,119880,0.27,0.33,0.27,0.29,+0.02,13
105/10/05,628000,206760,0.38,0.38,0.29,0.29,0.00,18
105/10/06,409000,114130,0.27,0.28,0.27,0.28,-0.01,6
105/10/07,1000,300,0.30,0.30,0.30,0.30,+0.02,1
105/10/11,14000,3920,0.28,0.28,0.28,0.28,-0.02,2
105/10/12,15000,4050,0.27,0.27,0.27,0.27,-0.01,1
105/10/13,76000,22040,0.29,0.29,0.29,0.29,+0.02,2
105/10/14,452000,152180,0.33,0.35,0.32,0.34,+0.05,13
105/10/17,866000,311880,0.36,0.38,0.32,0.33,-0.01,18
105/10/18,257000,81470,0.31,0.32,0.31,0.32,-0.01,5
105/10/19,574000,175570,0.31,0.31,0.30,0.31,-0.01,4
105/10/20,352000,127860,0.35,0.38,0.35,0.38,+0.07,15
105/10/21,312000,122480,0.40,0.40,0.38,0.39,+0.01,10
105/10/24,425000,196400,0.43,0.50,0.43,0.48,+0.09,22
105/10/25,885000,339320,0.44,0.45,0.33,0.34,-0.14,47
105/10/26,355000,123790,0.34,0.38,0.32,0.36,+0.02,13
105/10/27,334000,114730,0.32,0.35,0.32,0.33,-0.03,12
105/10/28,200000,68100,0.37,0.37,0.32,0.33,0.00,12
105/10/31,184000,72060,0.40,0.41,0.37,0.37,+0.04,18
105/11/01,775000,344960,0.40,0.47,0.40,0.46,+0.09,23
105/11/02,1084000,542140,0.51,0.53,0.47,0.53,+0.07,26
105/11/03,501000,283680,0.50,0.60,0.50,0.60,+0.07,20
105/11/04,527000,292730,0.63,0.63,0.53,0.62,+0.02,20
105/11/07,616000,477550,0.72,0.86,0.68,0.83,+0.21,40
105/11/08,259000,211370,0.81,0.84,0.77,0.77,-0.06,9
105/11/09,130000,125810,0.96,1.03,0.94,0.99,+0.22,14
105/11/10,151000,148430,1.03,1.03,0.93,0.96,-0.03,6
105/11/11,47000,40300,0.92,0.92,0.80,0.80,-0.16,4
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,25000,16200,0.62,0.69,0.62,0.69,0.00,2
105/11/17,10000,6200,0.62,0.62,0.62,0.62,-0.07,1
