105/08/24,102000,65360,0.64,0.68,0.64,0.66,+0.06,5
105/08/25,499000,310240,0.62,0.63,0.61,0.62,-0.04,7
105/08/26,15000,9100,0.62,0.62,0.60,0.60,-0.02,2
105/08/29,402000,242280,0.64,0.64,0.60,0.60,0.00,4
105/08/30,1828000,1288730,0.68,0.74,0.68,0.73,+0.13,29
105/08/31,2162000,1641830,0.73,0.79,0.70,0.76,+0.03,40
105/09/01,862000,614530,0.77,0.77,0.68,0.72,-0.04,16
105/09/02,571000,375460,0.71,0.71,0.61,0.61,-0.11,10
105/09/05,294000,190240,0.62,0.67,0.62,0.66,+0.05,9
105/09/06,271000,181760,0.69,0.69,0.66,0.67,+0.01,12
105/09/07,240000,152650,0.67,0.67,0.60,0.61,-0.06,7
105/09/08,425000,263660,0.59,0.65,0.59,0.65,+0.04,10
105/09/09,319000,195520,0.61,0.63,0.60,0.63,-0.02,7
105/09/10,129000,69260,0.54,0.54,0.52,0.52,-0.11,4
105/09/12,29000,14310,0.50,0.50,0.49,0.49,-0.03,3
105/09/13,661000,296280,0.48,0.48,0.44,0.45,-0.04,7
105/09/14,290000,124750,0.44,0.44,0.41,0.41,-0.04,5
105/09/19,100000,48000,0.47,0.49,0.47,0.49,+0.08,4
105/09/20,61000,28160,0.47,0.47,0.46,0.46,-0.03,4
105/09/21,70000,32000,0.44,0.48,0.44,0.48,+0.02,3
105/09/22,34000,17640,0.51,0.52,0.51,0.52,+0.04,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,210000,90300,0.43,0.44,0.42,0.42,-0.02,3
105/09/30,329000,126020,0.38,0.39,0.37,0.39,-0.03,7
105/10/03,109000,43700,0.40,0.41,0.40,0.41,+0.02,2
105/10/04,1540000,684700,0.44,0.45,0.44,0.45,+0.04,24
105/10/05,770000,310400,0.41,0.41,0.40,0.41,-0.04,13
105/10/06,0,0,---,---,---,---,---,0
105/10/07,250000,87900,0.35,0.36,0.35,0.35,-0.06,5
105/10/11,1090000,286700,0.33,0.33,0.26,0.26,-0.09,8
105/10/12,25000,6500,0.26,0.26,0.26,0.26,0.00,2
105/10/13,243000,56390,0.25,0.25,0.23,0.23,-0.03,4
105/10/14,45000,8650,0.22,0.22,0.17,0.17,-0.06,2
105/10/17,20000,3400,0.17,0.17,0.17,0.17,0.00,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,50000,8500,0.17,0.17,0.17,0.17,-0.01,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
