105/10/19,0,0,---,---,---,---,---,0
105/10/20,105000,130880,1.25,1.25,1.23,1.23,+0.05,7
105/10/21,105000,124750,1.20,1.20,1.15,1.15,-0.08,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,15000,15460,1.06,1.06,1.00,1.00,-0.05,3
105/10/26,97000,99910,1.01,1.04,1.01,1.03,+0.03,6
105/10/27,107000,108910,1.04,1.04,1.00,1.00,-0.03,6
105/10/28,6000,6060,1.01,1.01,1.01,1.01,+0.01,1
105/10/31,47000,42720,0.97,0.97,0.88,0.89,-0.12,6
105/11/01,74000,67700,0.90,0.93,0.90,0.92,+0.03,4
105/11/02,82000,73170,0.90,0.90,0.87,0.89,-0.03,5
105/11/03,79000,60610,0.82,0.82,0.71,0.71,-0.18,5
105/11/04,51000,30030,0.58,0.59,0.58,0.59,-0.12,2
105/11/07,36000,22540,0.64,0.65,0.61,0.61,+0.02,4
105/11/08,51000,27070,0.62,0.62,0.47,0.47,-0.14,6
105/11/09,136000,66640,0.49,0.49,0.49,0.49,+0.02,6
105/11/10,211000,132830,0.55,0.76,0.55,0.76,+0.27,8
105/11/11,138000,89660,0.68,0.68,0.64,0.65,-0.11,8
105/11/14,189000,88430,0.53,0.53,0.44,0.46,-0.19,8
105/11/15,87000,29900,0.35,0.36,0.34,0.36,-0.10,4
105/11/16,185000,54700,0.31,0.31,0.29,0.31,-0.05,6
105/11/17,260000,74200,0.28,0.31,0.27,0.31,0.00,8
105/11/18,51000,16330,0.32,0.33,0.32,0.33,+0.02,2
105/11/21,517000,148330,0.30,0.30,0.28,0.29,-0.04,8
105/11/22,7000,2040,0.29,0.30,0.29,0.30,+0.01,2
105/11/23,315000,98070,0.30,0.33,0.30,0.31,+0.01,5
105/11/24,216000,60730,0.27,0.29,0.27,0.28,-0.03,6
105/11/25,335000,88960,0.26,0.28,0.26,0.28,0.00,5
105/11/28,193000,54850,0.29,0.29,0.28,0.29,+0.01,5
