105/08/24,16000,6400,0.40,0.40,0.40,0.40,-0.01,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,56000,25020,0.46,0.46,0.44,0.45,+0.06,4
105/08/29,44000,18680,0.42,0.43,0.42,0.43,-0.02,2
105/08/30,46000,21810,0.48,0.48,0.45,0.45,+0.02,4
105/08/31,58000,23540,0.41,0.41,0.39,0.39,-0.06,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,16000,6500,0.41,0.41,0.39,0.39,+0.01,2
105/09/05,16000,5600,0.35,0.35,0.35,0.35,-0.04,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,5000,1600,0.32,0.32,0.32,0.32,+0.01,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,34000,9110,0.29,0.29,0.26,0.26,-0.03,2
105/09/13,55000,12700,0.24,0.24,0.22,0.22,-0.04,3
105/09/14,30000,6600,0.22,0.22,0.22,0.22,0.00,1
105/09/19,29000,6670,0.23,0.23,0.23,0.23,+0.01,2
105/09/20,0,0,---,---,---,---,---,0
105/09/21,13000,3510,0.27,0.27,0.27,0.27,+0.04,1
105/09/22,25000,6250,0.25,0.25,0.25,0.25,-0.02,1
105/09/23,25000,6580,0.26,0.27,0.26,0.27,+0.02,3
105/09/26,48000,13060,0.27,0.28,0.27,0.28,+0.01,4
105/09/29,25000,7000,0.28,0.28,0.28,0.28,0.00,2
105/09/30,14000,3550,0.25,0.26,0.25,0.26,-0.02,2
105/10/03,84000,20880,0.25,0.25,0.24,0.25,-0.01,5
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,22000,3080,0.14,0.14,0.14,0.14,-0.01,1
