105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,50000,81990,1.63,1.64,1.63,1.64,+0.01,2
105/09/02,351000,616190,1.63,1.83,1.63,1.74,+0.10,12
105/09/05,286000,465930,1.62,1.67,1.62,1.67,-0.07,7
105/09/06,384000,638520,1.68,1.69,1.61,1.61,-0.06,4
105/09/07,549000,860360,1.56,1.58,1.55,1.58,-0.03,14
105/09/08,715000,1154880,1.58,1.65,1.58,1.63,+0.05,8
105/09/09,769000,1289860,1.67,1.71,1.67,1.71,+0.08,14
105/09/10,729000,1347130,1.82,1.86,1.82,1.84,+0.13,8
105/09/12,499000,857180,1.72,1.72,1.70,1.70,-0.14,6
105/09/13,141000,233910,1.63,1.68,1.63,1.68,-0.02,5
105/09/14,176000,298580,1.68,1.76,1.66,1.76,+0.08,4
105/09/19,4000,6700,1.66,1.69,1.66,1.69,-0.07,2
105/09/20,1608000,2647410,1.63,1.66,1.63,1.66,-0.03,13
105/09/21,1608000,2497110,1.55,1.57,1.53,1.57,-0.09,22
105/09/22,432000,683700,1.52,1.59,1.52,1.58,+0.01,6
105/09/23,655000,1040690,1.59,1.60,1.58,1.60,+0.02,7
105/09/26,243000,365550,1.51,1.51,1.48,1.51,-0.09,4
105/09/29,13000,18460,1.42,1.42,1.42,1.42,-0.09,1
105/09/30,13000,18720,1.44,1.44,1.44,1.44,+0.02,1
105/10/03,131000,173780,1.40,1.40,1.27,1.27,-0.17,2
105/10/04,543000,691660,1.28,1.29,1.27,1.27,0.00,6
105/10/05,832000,1022790,1.23,1.26,1.20,1.26,-0.01,8
105/10/06,774000,996170,1.28,1.30,1.28,1.29,+0.03,6
105/10/07,354000,446040,1.26,1.26,1.26,1.26,-0.03,4
105/10/11,229000,325320,1.37,1.52,1.37,1.52,+0.26,5
105/10/12,558000,747140,1.38,1.38,1.25,1.33,-0.19,7
105/10/13,336000,441150,1.32,1.33,1.30,1.32,-0.01,7
105/10/14,47000,61020,1.27,1.31,1.27,1.31,-0.01,3
105/10/17,348000,369160,1.14,1.14,0.98,0.98,-0.33,17
105/10/18,474000,468450,1.02,1.03,0.92,1.03,+0.05,15
105/10/19,677000,689470,1.01,1.06,0.99,1.00,-0.03,12
105/10/20,730000,705400,0.99,0.99,0.94,0.98,-0.02,6
105/10/21,610000,621900,0.99,1.03,0.99,1.03,+0.05,9
105/10/24,230000,235200,1.04,1.04,0.99,0.99,-0.04,5
105/10/25,25000,24350,0.98,0.98,0.95,0.95,-0.04,2
105/10/26,246000,204700,0.82,0.85,0.80,0.82,-0.13,5
105/10/27,5000,4150,0.83,0.83,0.83,0.83,+0.01,1
105/10/28,57000,49590,0.87,0.87,0.87,0.87,+0.04,1
105/10/31,209000,196540,0.91,0.99,0.90,0.90,+0.03,5
105/11/01,231000,218980,0.95,0.95,0.94,0.95,+0.05,5
105/11/02,638000,632960,0.97,1.08,0.95,1.08,+0.13,12
105/11/03,245000,269720,1.10,1.12,1.06,1.12,+0.04,5
105/11/04,45000,49500,1.10,1.10,1.10,1.10,-0.02,1
105/11/07,65000,69350,1.07,1.07,1.06,1.06,-0.04,2
105/11/08,15000,15900,1.06,1.06,1.06,1.06,0.00,1
105/11/09,191000,188530,0.94,1.03,0.94,1.03,-0.03,7
105/11/10,156000,153180,0.99,0.99,0.96,0.97,-0.06,4
105/11/11,100000,108000,1.08,1.08,1.08,1.08,+0.11,1
105/11/14,920000,1132640,1.20,1.29,1.20,1.20,+0.12,22
105/11/15,422000,511470,1.24,1.25,1.11,1.11,-0.09,14
105/11/16,2171000,2985040,1.23,1.49,1.22,1.49,+0.38,40
105/11/17,1261000,1788720,1.51,1.51,1.37,1.38,-0.11,63
105/11/18,503000,662530,1.41,1.41,1.25,1.32,-0.06,21
105/11/21,324000,427820,1.45,1.45,1.28,1.33,+0.01,17
105/11/22,286000,357840,1.28,1.29,1.20,1.23,-0.10,18
105/11/23,492000,606470,1.22,1.27,1.21,1.26,+0.03,18
105/11/24,142000,181580,1.21,1.30,1.21,1.30,+0.04,8
105/11/25,238000,298310,1.30,1.30,1.20,1.20,-0.10,15
105/11/28,530000,626870,1.19,1.23,1.17,1.23,+0.03,15
105/11/29,25000,29780,1.20,1.20,1.18,1.19,-0.04,7
105/11/30,57000,69680,1.19,1.23,1.19,1.22,+0.03,10
105/12/01,1000,1190,1.19,1.19,1.19,1.19,-0.03,1
105/12/02,112000,141380,1.29,1.29,1.24,1.24,+0.05,4
105/12/05,0,0,---,---,---,---,---,0
105/12/06,30000,36300,1.21,1.21,1.21,1.21,+0.03,1
105/12/07,304000,364150,1.18,1.22,1.18,1.22,+0.01,6
105/12/08,252000,280880,1.15,1.15,1.02,1.02,-0.20,7
105/12/09,116000,123020,1.05,1.07,1.05,1.06,+0.04,3
105/12/12,56000,54880,0.98,0.98,0.98,0.98,-0.08,1
105/12/13,200000,196000,0.98,0.98,0.98,0.98,0.00,2
105/12/14,247000,238370,0.95,1.03,0.95,1.03,+0.05,5
105/12/15,40000,42000,1.05,1.05,1.05,1.05,+0.02,1
