105/08/24,0,0,---,---,---,---,---,0
105/08/25,148000,79920,0.54,0.54,0.54,0.54,-0.02,1
105/08/26,148000,87320,0.59,0.59,0.59,0.59,+0.05,1
105/08/29,314000,184640,0.58,0.60,0.58,0.60,+0.01,4
105/08/30,494000,299160,0.60,0.63,0.59,0.63,+0.03,5
105/08/31,180000,104400,0.58,0.58,0.58,0.58,-0.05,1
105/09/01,1000,540,0.54,0.54,0.54,0.54,-0.04,1
105/09/02,214000,145480,0.61,0.77,0.61,0.72,+0.18,9
105/09/05,245000,174740,0.73,0.73,0.69,0.71,-0.01,8
105/09/06,626000,439380,0.69,0.76,0.68,0.76,+0.05,10
105/09/07,810000,608300,0.78,0.85,0.73,0.83,+0.07,14
105/09/08,862000,626110,0.72,0.77,0.70,0.75,-0.08,13
