105/11/11,0,0,---,---,---,---,---,0
105/11/14,10000,12700,1.27,1.27,1.27,1.27,+0.02,1
105/11/15,10000,10700,1.07,1.07,1.07,1.07,-0.20,1
105/11/16,25000,24200,1.08,1.08,0.89,0.90,-0.17,3
105/11/17,45000,40250,0.89,0.90,0.89,0.89,-0.01,5
105/11/18,90000,87750,0.96,1.02,0.93,0.99,+0.10,11
105/11/21,107000,110730,1.00,1.07,0.94,0.94,-0.05,15
105/11/22,196000,190860,0.98,0.99,0.92,0.97,+0.03,9
105/11/23,461000,478070,0.99,1.09,0.99,1.03,+0.06,20
105/11/24,1305000,1335940,1.02,1.06,0.98,1.00,-0.03,28
105/11/25,1664000,1742600,1.02,1.09,1.00,1.05,+0.05,36
105/11/28,966000,1026080,1.05,1.10,1.02,1.10,+0.05,21
105/11/29,1338000,1128350,0.90,0.93,0.63,0.63,-0.47,50
105/11/30,427000,300870,0.73,0.73,0.68,0.70,+0.07,17
105/12/01,30000,21000,0.71,0.71,0.68,0.70,0.00,4
105/12/02,224000,136190,0.73,0.73,0.55,0.56,-0.14,15
105/12/05,1556000,942570,0.54,0.65,0.54,0.65,+0.09,35
105/12/06,2210000,1763110,0.80,0.90,0.77,0.90,+0.25,64
105/12/07,1387000,1242480,0.90,0.92,0.86,0.88,-0.02,59
105/12/08,1262000,1057270,0.91,0.91,0.77,0.77,-0.11,39
105/12/09,778000,621590,0.81,0.83,0.77,0.80,+0.03,24
105/12/12,840000,659800,0.84,0.84,0.74,0.74,-0.06,33
105/12/13,1386000,966160,0.70,0.73,0.65,0.73,-0.01,36
105/12/14,2299000,1825840,0.73,0.86,0.71,0.80,+0.07,72
105/12/15,2543000,2001210,0.74,0.82,0.74,0.80,0.00,73
105/12/16,1941000,1460430,0.73,0.78,0.72,0.75,-0.05,40
105/12/19,2669000,2031450,0.77,0.80,0.72,0.72,-0.03,64
105/12/20,3775000,2365370,0.71,0.72,0.58,0.60,-0.12,65
105/12/21,989000,629150,0.66,0.66,0.61,0.62,+0.02,30
