105/09/13,0,0,---,---,---,---,---,0
105/09/14,303000,293940,0.97,0.98,0.97,0.98,+0.04,2
105/09/19,313000,328780,1.06,1.06,1.05,1.06,+0.08,4
105/09/20,10000,10400,1.04,1.04,1.04,1.04,-0.02,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,291000,333270,1.06,1.28,1.06,1.23,+0.23,12
105/09/26,751000,982960,1.20,1.53,1.17,1.40,+0.17,49
105/09/29,437000,625250,1.44,1.45,1.36,1.36,-0.04,22
105/09/30,441000,651620,1.33,1.56,1.33,1.44,+0.08,23
105/10/03,1351000,2221060,1.50,1.83,1.50,1.80,+0.36,41
105/10/04,1842000,3191860,1.79,1.86,1.64,1.80,0.00,59
105/10/05,245000,443640,1.87,1.87,1.71,1.72,-0.08,14
105/10/06,263000,413690,1.64,1.64,1.54,1.57,-0.15,18
105/10/07,66000,107980,1.60,1.73,1.55,1.56,-0.01,12
105/10/11,78000,93810,1.38,1.38,1.14,1.14,-0.42,9
105/10/12,872000,1058750,1.21,1.22,1.19,1.22,+0.08,7
105/10/13,285000,350100,1.25,1.25,1.16,1.16,-0.06,12
105/10/14,126000,123740,1.09,1.09,0.95,0.95,-0.21,8
105/10/17,5000,4950,0.99,0.99,0.99,0.99,+0.04,1
105/10/18,266000,266240,0.98,1.04,0.98,1.04,+0.05,9
105/10/19,415000,486620,1.04,1.31,1.04,1.23,+0.19,25
105/10/20,97000,121890,1.25,1.27,1.21,1.21,-0.02,10
105/10/21,60000,67300,1.15,1.15,1.09,1.12,-0.09,8
105/10/24,41000,42530,1.05,1.06,1.02,1.04,-0.08,6
105/10/25,31000,35120,1.10,1.16,1.10,1.13,+0.09,5
105/10/26,0,0,---,---,---,---,---,0
105/10/27,122000,135800,1.14,1.16,1.09,1.11,-0.01,5
105/10/28,264000,313540,1.13,1.23,1.13,1.22,+0.11,8
105/10/31,182000,187060,1.07,1.07,0.99,1.02,-0.20,10
105/11/01,24000,25280,1.06,1.06,1.04,1.04,+0.02,3
105/11/02,36000,33140,0.97,0.97,0.88,0.88,-0.16,5
105/11/03,18000,14500,0.85,0.85,0.77,0.77,-0.11,2
105/11/04,100000,79000,0.79,0.79,0.79,0.79,+0.02,1
105/11/07,106000,81720,0.77,0.78,0.77,0.77,-0.02,5
