105/08/24,0,0,---,---,---,---,---,0
105/08/25,90000,45400,0.52,0.54,0.50,0.52,0.00,5
105/08/26,175000,93750,0.53,0.55,0.53,0.55,+0.03,3
105/08/29,155000,76900,0.50,0.50,0.47,0.47,-0.08,5
105/08/30,40000,18900,0.47,0.48,0.47,0.47,0.00,4
105/08/31,100000,44350,0.46,0.46,0.43,0.43,-0.04,6
105/09/01,909000,404580,0.43,0.50,0.43,0.49,+0.06,7
105/09/02,859000,357240,0.43,0.44,0.40,0.40,-0.09,22
105/09/05,148000,57820,0.40,0.40,0.39,0.39,-0.01,3
105/09/06,941000,390880,0.41,0.42,0.41,0.42,+0.03,5
105/09/07,931000,348860,0.38,0.38,0.34,0.34,-0.08,6
105/09/08,90000,30000,0.34,0.34,0.33,0.33,-0.01,4
105/09/09,20000,5600,0.29,0.29,0.27,0.27,-0.06,2
105/09/10,30000,6700,0.20,0.24,0.20,0.24,-0.03,3
105/09/12,40000,8600,0.25,0.25,0.20,0.20,-0.04,3
105/09/13,0,0,---,---,---,---,---,0
105/09/14,20000,3200,0.16,0.16,0.16,0.16,-0.02,1
