105/11/29,0,0,---,---,---,---,---,0
105/11/30,1732000,2023890,1.09,1.21,1.09,1.17,+0.22,42
105/12/01,1690000,1818060,1.10,1.10,1.06,1.07,-0.10,31
105/12/02,777000,906590,1.19,1.19,1.15,1.18,+0.11,16
105/12/05,985000,1144950,1.17,1.19,1.14,1.17,-0.01,22
105/12/06,788000,918310,1.20,1.21,1.14,1.14,-0.03,21
105/12/07,318000,349280,1.12,1.12,1.06,1.06,-0.08,11
105/12/08,179000,193560,1.10,1.10,1.05,1.06,0.00,10
105/12/09,38000,42450,1.10,1.13,1.08,1.08,+0.02,6
105/12/12,159000,152890,1.07,1.07,0.91,0.94,-0.14,11
105/12/13,172000,170250,0.98,1.02,0.98,0.98,+0.04,10
105/12/14,9000,8910,0.99,0.99,0.99,0.99,+0.01,1
105/12/15,51000,49960,0.96,0.99,0.96,0.98,-0.01,5
