105/11/25,0,0,---,---,---,---,---,0
105/11/28,200000,190000,0.95,0.95,0.95,0.95,+0.02,2
105/11/29,352000,363960,1.03,1.05,1.00,1.02,+0.07,10
105/11/30,306000,304940,0.93,1.02,0.93,1.01,-0.01,6
105/12/01,230000,228080,1.00,1.00,0.99,0.99,-0.02,5
105/12/02,147000,115390,0.88,0.89,0.68,0.68,-0.31,10
105/12/05,1017000,745090,0.63,0.83,0.63,0.83,+0.15,19
105/12/06,1298000,1062050,0.82,0.85,0.80,0.81,-0.02,26
105/12/07,341000,245590,0.74,0.74,0.66,0.66,-0.15,14
105/12/08,744000,475170,0.71,0.71,0.59,0.61,-0.05,32
105/12/09,1002000,597670,0.60,0.62,0.57,0.58,-0.03,31
105/12/12,564000,345290,0.59,0.65,0.59,0.61,+0.03,23
105/12/13,795000,490100,0.61,0.63,0.59,0.63,+0.02,25
105/12/14,1127000,757760,0.64,0.71,0.63,0.71,+0.08,40
105/12/15,2719000,2257070,0.76,0.96,0.76,0.89,+0.18,87
105/12/16,2371000,2154760,0.92,0.95,0.83,0.83,-0.06,54
105/12/19,269000,220330,0.81,0.84,0.80,0.82,-0.01,13
105/12/20,923000,849000,0.87,0.98,0.84,0.84,+0.02,34
105/12/21,799000,605020,0.79,0.79,0.72,0.74,-0.10,27
105/12/22,136000,101670,0.74,0.77,0.74,0.74,0.00,9
105/12/23,94000,62460,0.73,0.73,0.65,0.66,-0.08,7
105/12/26,195000,128950,0.64,0.68,0.63,0.67,+0.01,9
105/12/27,100000,68300,0.69,0.69,0.68,0.68,+0.01,4
105/12/28,367000,305240,0.78,0.89,0.78,0.81,+0.13,19
105/12/29,235000,182730,0.77,0.80,0.77,0.78,-0.03,10
105/12/30,305000,274370,0.82,0.93,0.82,0.87,+0.09,14
106/01/03,174000,145110,0.83,0.86,0.79,0.86,-0.01,7
106/01/04,285000,248930,0.86,0.88,0.86,0.88,+0.02,7
