105/10/27,10000,7750,0.78,0.78,0.77,0.77,-0.27,2
105/10/28,30000,21100,0.75,0.75,0.68,0.68,-0.09,2
105/10/31,20000,13400,0.67,0.67,0.67,0.67,-0.01,1
105/11/01,254000,169360,0.66,0.68,0.66,0.68,+0.01,3
105/11/02,254000,165960,0.65,0.66,0.65,0.66,-0.02,3
105/11/03,403000,255570,0.64,0.64,0.63,0.63,-0.03,3
105/11/04,548000,349920,0.64,0.64,0.61,0.61,-0.02,6
105/11/07,105000,65100,0.62,0.62,0.62,0.62,+0.01,1
105/11/08,240000,140800,0.59,0.59,0.55,0.55,-0.07,3
105/11/09,220000,121000,0.55,0.55,0.55,0.55,0.00,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,1225000,736620,0.59,0.61,0.59,0.60,+0.08,15
105/11/17,995000,577080,0.57,0.58,0.57,0.58,-0.02,6
105/11/18,0,0,---,---,---,---,---,0
105/11/21,10000,5400,0.54,0.54,0.54,0.54,-0.03,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,10000,5200,0.52,0.52,0.52,0.52,-0.02,1
105/11/24,10000,5100,0.51,0.51,0.51,0.51,-0.01,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,9000,4680,0.52,0.52,0.52,0.52,+0.01,3
105/11/30,5000,2450,0.49,0.49,0.49,0.49,-0.03,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,20000,9800,0.49,0.49,0.49,0.49,-0.01,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,10000,5200,0.52,0.52,0.52,0.52,+0.03,1
105/12/07,60000,30700,0.51,0.52,0.51,0.52,0.00,2
105/12/08,1130000,621000,0.54,0.56,0.54,0.54,+0.02,12
105/12/09,1002000,553840,0.56,0.56,0.55,0.55,+0.01,6
