105/10/24,0,0,---,---,---,---,---,0
105/10/25,229000,342660,1.49,1.58,1.49,1.58,+0.13,8
105/10/26,656000,1071770,1.49,1.83,1.47,1.78,+0.20,47
105/10/27,767000,1408590,1.80,1.90,1.78,1.80,+0.02,20
105/10/28,665000,1106540,1.72,1.73,1.63,1.63,-0.17,10
105/10/31,229000,356800,1.54,1.56,1.53,1.55,-0.08,7
105/11/01,163000,260030,1.57,1.64,1.57,1.57,+0.02,9
105/11/02,213000,300290,1.50,1.51,1.32,1.32,-0.25,21
105/11/03,115000,149450,1.37,1.37,1.26,1.34,+0.02,8
105/11/04,110000,152800,1.38,1.39,1.38,1.39,+0.05,2
105/11/07,384000,577790,1.47,1.54,1.46,1.46,+0.07,11
105/11/08,604000,814160,1.47,1.47,1.17,1.21,-0.25,24
105/11/09,166000,192620,1.19,1.19,1.15,1.15,-0.06,10
105/11/10,336000,468170,1.35,1.46,1.25,1.25,+0.10,15
105/11/11,438000,423210,1.03,1.03,0.93,0.93,-0.32,21
105/11/14,61000,55590,0.90,0.97,0.89,0.90,-0.03,6
105/11/15,78000,69220,0.91,0.91,0.86,0.88,-0.02,6
105/11/16,113000,107640,0.93,0.96,0.93,0.94,+0.06,4
105/11/17,188000,180210,0.96,0.96,0.94,0.95,+0.01,10
105/11/18,397000,389250,0.95,1.14,0.94,1.11,+0.16,22
105/11/21,363000,381950,1.04,1.09,1.02,1.03,-0.08,28
105/11/22,628000,686810,1.07,1.15,1.07,1.11,+0.08,24
105/11/23,1335000,1896000,1.37,1.80,1.30,1.47,+0.36,62
105/11/24,1379000,2000400,1.40,1.53,1.39,1.45,-0.02,72
105/11/25,719000,1007390,1.44,1.44,1.37,1.43,-0.02,33
105/11/28,840000,1133350,1.47,1.48,1.28,1.28,-0.15,30
105/11/29,684000,870510,1.26,1.32,1.21,1.30,+0.02,29
105/11/30,567000,756570,1.38,1.38,1.29,1.29,-0.01,18
105/12/01,393000,505830,1.31,1.31,1.25,1.29,0.00,16
105/12/02,663000,863680,1.23,1.38,1.23,1.32,+0.03,34
105/12/05,663000,887400,1.33,1.36,1.28,1.35,+0.03,28
105/12/06,695000,989260,1.38,1.49,1.33,1.34,-0.01,34
105/12/07,197000,257820,1.32,1.32,1.28,1.28,-0.06,18
105/12/08,72000,95020,1.35,1.35,1.30,1.30,+0.02,9
105/12/09,271000,355860,1.27,1.32,1.27,1.32,+0.02,10
105/12/12,1677000,2216810,1.34,1.39,1.25,1.25,-0.07,41
105/12/13,444000,521030,1.20,1.23,1.13,1.13,-0.12,16
105/12/14,1170000,1424610,1.20,1.26,1.19,1.26,+0.13,21
105/12/15,2372000,3255190,1.26,1.45,1.25,1.34,+0.08,107
105/12/16,1103000,1470260,1.35,1.36,1.30,1.31,-0.03,53
105/12/19,485000,607350,1.30,1.30,1.19,1.19,-0.12,32
105/12/20,314000,374930,1.21,1.22,1.15,1.22,+0.03,16
105/12/21,804000,1038490,1.24,1.37,1.24,1.29,+0.07,41
105/12/22,602000,738400,1.31,1.31,1.18,1.20,-0.09,32
105/12/23,283000,340330,1.18,1.21,1.17,1.18,-0.02,9
105/12/26,185000,224960,1.18,1.26,1.18,1.22,+0.04,12
105/12/27,424000,516350,1.21,1.23,1.18,1.22,0.00,20
105/12/28,1161000,1495450,1.24,1.34,1.24,1.28,+0.06,51
105/12/29,697000,867140,1.24,1.29,1.21,1.22,-0.06,21
105/12/30,475000,573030,1.24,1.25,1.15,1.17,-0.05,23
106/01/03,349000,373820,1.11,1.12,1.05,1.08,-0.09,24
106/01/04,124000,136390,1.09,1.13,1.07,1.07,-0.01,10
106/01/05,462000,439590,1.03,1.03,0.89,0.94,-0.13,31
106/01/06,352000,333830,0.90,1.00,0.90,0.95,+0.01,21
106/01/09,715000,725880,0.96,1.11,0.93,0.98,+0.03,51
106/01/10,536000,507650,0.96,0.98,0.90,0.91,-0.07,42
106/01/11,1738000,1615260,0.94,0.95,0.88,0.88,-0.03,28
106/01/12,220000,200390,0.90,0.94,0.89,0.89,+0.01,17
