105/11/09,0,0,---,---,---,---,---,0
105/11/10,20000,14700,0.76,0.76,0.71,0.71,-0.03,2
105/11/11,50000,26800,0.60,0.60,0.52,0.52,-0.19,2
105/11/14,70000,27500,0.42,0.42,0.38,0.38,-0.14,4
105/11/15,20000,9400,0.47,0.47,0.47,0.47,+0.09,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,6000,2520,0.43,0.43,0.41,0.41,-0.12,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,22000,9460,0.43,0.43,0.43,0.43,-0.01,2
105/11/22,10000,4000,0.40,0.40,0.40,0.40,-0.03,1
105/11/23,124000,53700,0.42,0.44,0.41,0.41,+0.01,6
105/11/24,132000,55110,0.42,0.45,0.41,0.41,0.00,7
105/11/25,564000,243300,0.43,0.53,0.43,0.53,+0.12,11
105/11/28,547000,301650,0.55,0.57,0.55,0.55,+0.02,9
105/11/29,38000,20160,0.54,0.54,0.52,0.52,-0.03,3
105/11/30,355000,147000,0.42,0.42,0.40,0.40,-0.12,7
105/12/01,519000,268860,0.52,0.52,0.50,0.51,+0.11,12
105/12/02,144000,66840,0.47,0.47,0.46,0.46,-0.05,4
105/12/05,130000,56690,0.43,0.44,0.43,0.44,-0.02,8
105/12/06,674000,421580,0.65,0.66,0.59,0.59,+0.15,19
105/12/07,468000,261960,0.58,0.58,0.53,0.54,-0.05,8
105/12/08,123000,78940,0.62,0.66,0.62,0.64,+0.10,7
105/12/09,138000,87480,0.64,0.64,0.63,0.63,-0.01,11
105/12/12,160000,95050,0.64,0.64,0.58,0.58,-0.05,8
105/12/13,100000,58750,0.60,0.60,0.57,0.59,+0.01,8
105/12/14,1457000,1071450,0.60,1.05,0.59,1.05,+0.46,35
105/12/15,1054000,997610,0.90,1.03,0.88,0.95,-0.10,22
105/12/16,640000,737010,0.99,1.37,0.90,1.25,+0.30,48
105/12/19,274000,343200,1.25,1.35,0.96,1.01,-0.24,23
105/12/20,365000,424640,1.00,1.45,0.98,1.34,+0.33,44
105/12/21,361000,439400,1.22,1.30,1.17,1.17,-0.17,22
105/12/22,74000,82720,1.15,1.15,1.02,1.10,-0.07,10
