105/08/24,347000,111040,0.32,0.32,0.32,0.32,+0.06,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,176000,70400,0.40,0.40,0.40,0.40,+0.04,2
105/08/29,206000,81140,0.40,0.40,0.37,0.39,-0.01,5
105/08/30,670000,286800,0.39,0.45,0.39,0.45,+0.06,4
105/08/31,910000,404400,0.44,0.46,0.42,0.42,-0.03,11
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,10000,3600,0.36,0.36,0.36,0.36,0.00,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,1497000,543910,0.37,0.37,0.36,0.36,-0.01,3
105/09/08,499000,164670,0.33,0.33,0.33,0.33,-0.03,1
105/09/09,404000,141400,0.35,0.35,0.35,0.35,+0.02,1
105/09/10,650000,217500,0.33,0.34,0.33,0.33,-0.02,3
105/09/12,1300000,448500,0.36,0.36,0.33,0.34,+0.01,7
105/09/13,1818000,745170,0.36,0.48,0.36,0.47,+0.13,17
105/09/14,1038000,463960,0.41,0.48,0.41,0.47,0.00,12
105/09/19,400000,175000,0.43,0.44,0.43,0.44,-0.03,2
105/09/20,572000,269280,0.49,0.49,0.47,0.47,+0.03,3
105/09/21,82000,36740,0.47,0.47,0.44,0.44,-0.03,4
105/09/22,2319000,1102030,0.44,0.49,0.44,0.45,+0.01,13
105/09/23,2568000,1154970,0.45,0.46,0.44,0.46,+0.01,17
105/09/26,349000,159640,0.46,0.47,0.44,0.44,-0.02,7
105/09/29,0,0,---,---,---,---,---,0
105/09/30,1187000,537310,0.43,0.48,0.43,0.47,+0.05,8
105/10/03,453000,241710,0.47,0.67,0.47,0.67,+0.20,14
105/10/04,661000,425850,0.65,0.67,0.59,0.61,-0.06,17
105/10/05,788000,469010,0.62,0.62,0.55,0.62,+0.01,12
105/10/06,667000,430430,0.59,0.78,0.59,0.78,+0.16,8
105/10/07,402000,294320,0.72,0.76,0.69,0.69,-0.09,11
105/10/11,450000,212000,0.48,0.48,0.46,0.47,-0.22,4
105/10/12,680000,326300,0.49,0.49,0.47,0.48,+0.01,7
105/10/13,122000,45740,0.40,0.40,0.37,0.37,-0.11,3
105/10/14,678000,206360,0.33,0.34,0.28,0.34,-0.03,8
105/10/17,491000,168600,0.32,0.36,0.32,0.35,+0.01,10
105/10/18,310000,105400,0.34,0.34,0.34,0.34,-0.01,3
105/10/19,204000,73060,0.33,0.46,0.33,0.44,+0.10,10
105/10/20,450000,183000,0.45,0.45,0.38,0.39,-0.05,3
105/10/21,302000,123820,0.41,0.41,0.41,0.41,+0.02,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,3000,1170,0.39,0.39,0.39,0.39,+0.03,1
105/10/26,3000,1020,0.34,0.34,0.34,0.34,-0.05,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,3000,1110,0.37,0.37,0.37,0.37,+0.04,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,2000,140,0.07,0.07,0.07,0.07,+0.03,1
105/11/11,3000,150,0.05,0.05,0.05,0.05,-0.02,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
