105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,74000,108040,1.46,1.46,1.46,1.46,0.00,1
105/08/29,146000,215320,1.46,1.49,1.46,1.49,+0.03,2
105/08/30,126000,187020,1.49,1.49,1.48,1.48,-0.01,2
105/08/31,54000,81000,1.50,1.50,1.50,1.50,+0.02,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,394000,638980,1.55,1.75,1.55,1.75,+0.23,9
105/09/05,438000,740550,1.69,1.70,1.68,1.70,-0.05,6
105/09/06,84000,141960,1.69,1.69,1.69,1.69,-0.01,2
105/09/07,374000,680880,1.83,1.92,1.66,1.66,-0.03,15
105/09/08,289000,461920,1.62,1.63,1.53,1.53,-0.13,18
105/09/09,40000,62900,1.58,1.58,1.57,1.57,+0.04,3
105/09/10,78000,128000,1.64,1.65,1.62,1.65,+0.08,3
105/09/12,53000,85280,1.61,1.61,1.60,1.60,-0.05,2
105/09/13,5000,8550,1.71,1.71,1.71,1.71,+0.11,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,191000,315350,1.65,1.69,1.65,1.69,+0.05,3
105/09/20,1382000,2438540,1.75,1.81,1.73,1.77,+0.08,20
105/09/21,1241000,2072930,1.71,1.72,1.62,1.69,-0.08,33
105/09/22,110000,178070,1.64,1.66,1.58,1.59,-0.10,9
105/09/23,110000,171760,1.55,1.57,1.53,1.57,-0.02,6
105/09/26,125000,198160,1.59,1.60,1.58,1.60,+0.03,5
105/09/29,222000,341020,1.53,1.55,1.52,1.52,-0.08,5
105/09/30,419000,667500,1.57,1.60,1.57,1.60,+0.08,7
105/10/03,120000,181800,1.53,1.53,1.50,1.50,-0.10,2
105/10/04,432000,572220,1.43,1.43,1.28,1.29,-0.21,9
105/10/05,211000,272180,1.30,1.30,1.28,1.29,0.00,4
105/10/06,427000,526520,1.28,1.28,1.16,1.21,-0.08,5
105/10/07,383000,464780,1.20,1.22,1.20,1.22,+0.01,3
105/10/11,600000,716000,1.14,1.25,1.14,1.19,-0.03,6
105/10/12,400000,468000,1.16,1.19,1.16,1.17,-0.02,4
105/10/13,241000,248450,1.02,1.05,1.01,1.05,-0.12,4
105/10/14,400000,427000,1.06,1.08,1.06,1.08,+0.03,4
105/10/17,253000,260180,1.05,1.06,1.00,1.02,-0.06,4
105/10/18,200000,206000,1.03,1.03,1.03,1.03,+0.01,2
105/10/19,201000,205000,1.01,1.03,1.00,1.03,0.00,3
105/10/20,200000,203000,1.00,1.03,1.00,1.03,0.00,2
105/10/21,709000,761710,1.03,1.10,1.03,1.09,+0.06,12
105/10/24,634000,684370,1.05,1.14,1.04,1.13,+0.04,9
105/10/25,160000,172200,1.07,1.08,1.07,1.07,-0.06,3
105/10/26,100000,106000,1.06,1.06,1.06,1.06,-0.01,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,500000,543000,1.08,1.09,1.08,1.09,+0.03,4
105/10/31,220000,240200,1.11,1.11,1.07,1.07,-0.02,3
105/11/01,100000,109000,1.09,1.09,1.09,1.09,+0.02,1
105/11/02,191000,237340,1.22,1.26,1.22,1.26,+0.17,4
105/11/03,391000,477910,1.21,1.29,1.21,1.29,+0.03,5
105/11/04,30000,38400,1.30,1.30,1.27,1.27,-0.02,2
