105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,5000,2550,0.51,0.51,0.51,0.51,-0.01,1
105/08/29,5000,2500,0.50,0.50,0.50,0.50,-0.01,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,308000,163240,0.53,0.53,0.53,0.53,+0.02,2
105/09/01,308000,161440,0.53,0.53,0.52,0.52,-0.01,4
105/09/02,40000,20900,0.50,0.53,0.50,0.53,+0.01,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,15000,7650,0.51,0.51,0.51,0.51,-0.01,1
105/09/07,1975000,1151280,0.52,0.63,0.52,0.61,+0.10,16
105/09/08,2700000,1705400,0.64,0.66,0.59,0.63,+0.02,61
105/09/09,949000,633090,0.66,0.68,0.64,0.66,+0.03,17
105/09/10,1099000,700810,0.62,0.66,0.62,0.65,-0.01,20
105/09/12,778000,525760,0.68,0.68,0.67,0.67,+0.02,13
105/09/13,429000,278130,0.69,0.69,0.63,0.67,0.00,13
105/09/14,768000,524830,0.66,0.69,0.66,0.67,0.00,18
105/09/19,96000,63730,0.69,0.69,0.66,0.67,0.00,5
105/09/20,519000,427470,0.83,0.84,0.80,0.82,+0.15,27
105/09/21,1065000,936690,0.83,0.91,0.82,0.83,+0.01,56
105/09/22,737000,609560,0.84,0.85,0.79,0.83,0.00,39
105/09/23,3315000,2837640,0.86,0.90,0.82,0.84,+0.01,78
105/09/26,2394000,1905640,0.81,0.82,0.76,0.76,-0.08,56
105/09/29,1188000,930920,0.78,0.81,0.76,0.79,+0.03,27
105/09/30,637000,480550,0.78,0.78,0.73,0.75,-0.04,17
105/10/03,540000,405920,0.76,0.77,0.73,0.75,0.00,11
105/10/04,307000,229920,0.76,0.76,0.72,0.72,-0.03,14
105/10/05,646000,482850,0.74,0.76,0.73,0.76,+0.04,26
105/10/06,499000,390220,0.78,0.79,0.77,0.78,+0.02,10
105/10/07,429000,348810,0.79,0.85,0.78,0.85,+0.07,20
105/10/11,937000,684700,0.83,0.83,0.62,0.76,-0.09,37
105/10/12,788000,595480,0.74,0.76,0.73,0.73,-0.03,11
105/10/13,235000,166200,0.72,0.72,0.70,0.70,-0.03,8
105/10/14,530000,326310,0.67,0.67,0.58,0.58,-0.12,22
105/10/17,1746000,1073210,0.55,0.65,0.55,0.65,+0.07,29
105/10/18,1441000,927270,0.65,0.66,0.62,0.64,-0.01,31
105/10/19,205000,133400,0.65,0.66,0.64,0.64,0.00,13
105/10/20,477000,313670,0.69,0.69,0.61,0.61,-0.03,23
105/10/21,458000,275130,0.62,0.62,0.58,0.60,-0.01,10
105/10/24,929000,538690,0.58,0.60,0.55,0.58,-0.02,22
105/10/25,1418000,894570,0.61,0.65,0.61,0.63,+0.05,32
105/10/26,613000,373130,0.61,0.61,0.60,0.61,-0.02,15
105/10/27,423000,242380,0.59,0.59,0.56,0.56,-0.05,13
105/10/28,540000,300200,0.55,0.57,0.55,0.55,-0.01,11
105/10/31,1027000,516990,0.51,0.52,0.48,0.50,-0.05,29
105/11/01,1949000,1254290,0.54,0.71,0.54,0.64,+0.14,51
105/11/02,1506000,970700,0.63,0.67,0.62,0.66,+0.02,33
105/11/03,921000,565690,0.66,0.67,0.58,0.60,-0.06,18
105/11/04,774000,487250,0.62,0.66,0.62,0.66,+0.06,12
105/11/07,1520000,1027420,0.69,0.70,0.65,0.66,0.00,27
105/11/08,995000,619940,0.66,0.66,0.60,0.60,-0.06,23
105/11/09,802000,407300,0.66,0.66,0.47,0.47,-0.13,24
105/11/10,322000,178350,0.60,0.60,0.55,0.55,+0.08,9
105/11/11,305000,155750,0.50,0.52,0.49,0.52,-0.03,7
105/11/14,290000,143700,0.46,0.52,0.46,0.52,0.00,9
105/11/15,1487000,825950,0.53,0.58,0.53,0.54,+0.02,32
105/11/16,1368000,707550,0.53,0.56,0.48,0.48,-0.06,24
105/11/17,640000,287200,0.47,0.47,0.43,0.43,-0.05,15
105/11/18,410000,186400,0.43,0.47,0.43,0.47,+0.04,10
105/11/21,114000,52440,0.46,0.46,0.46,0.46,-0.01,2
105/11/22,100000,48000,0.48,0.48,0.48,0.48,+0.02,1
105/11/23,100000,48500,0.48,0.49,0.48,0.49,+0.01,2
105/11/24,140000,63000,0.45,0.45,0.45,0.45,-0.04,2
105/11/25,0,0,---,---,---,---,---,0
