105/08/24,0,0,---,---,---,---,---,0
105/08/25,253000,405520,1.54,1.63,1.54,1.59,+0.02,12
105/08/26,221000,355180,1.62,1.62,1.58,1.58,-0.01,4
105/08/29,18000,26870,1.49,1.50,1.47,1.50,-0.08,3
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,391000,733790,1.75,2.02,1.75,1.92,+0.44,22
105/09/02,185000,335970,1.84,1.85,1.79,1.79,-0.13,17
105/09/05,273000,491930,1.75,1.84,1.75,1.84,+0.05,11
105/09/06,362000,686700,1.86,1.93,1.81,1.81,-0.03,8
105/09/07,316000,587660,1.78,1.89,1.78,1.87,+0.06,16
105/09/08,1015000,1880270,1.85,1.88,1.79,1.84,-0.03,21
105/09/09,1452000,2666060,1.86,1.86,1.82,1.84,0.00,29
105/09/10,1208000,2199280,1.74,1.86,1.71,1.85,+0.01,18
105/09/12,1446000,2974520,1.89,2.13,1.89,2.08,+0.23,58
105/09/13,1179000,2369390,2.05,2.10,1.87,1.94,-0.14,48
105/09/14,965000,1875760,1.96,2.03,1.90,2.03,+0.09,20
105/09/19,1793000,4025870,2.24,2.34,2.18,2.24,+0.21,41
105/09/20,1466000,3185200,2.16,2.22,2.14,2.16,-0.08,36
105/09/21,2532000,5471970,2.22,2.24,2.13,2.15,-0.01,47
105/09/22,2515000,5210020,2.18,2.18,1.97,1.99,-0.16,47
105/09/23,2263000,4698370,1.99,2.11,1.99,2.08,+0.09,37
105/09/26,1745000,3583260,1.46,2.08,1.46,2.05,-0.03,29
105/09/29,1986000,4236930,2.12,2.21,2.06,2.06,+0.01,40
105/09/30,2547000,5125410,2.02,2.05,1.98,1.99,-0.07,41
105/10/03,2788000,5689460,2.01,2.09,1.98,2.05,+0.06,45
105/10/04,2048000,4118350,2.05,2.05,2.00,2.01,-0.04,54
105/10/05,1547000,3416690,2.24,2.29,2.15,2.17,+0.16,65
105/10/06,3068000,6788160,2.14,2.29,2.12,2.29,+0.12,66
105/10/07,3106000,6961770,2.33,2.33,2.19,2.31,+0.02,86
105/10/11,1989000,4319250,2.33,2.33,2.04,2.04,-0.27,57
105/10/12,569000,1058680,1.89,1.92,1.79,1.82,-0.22,29
105/10/13,748000,1281910,1.82,1.84,1.64,1.67,-0.15,27
105/10/14,227000,347150,1.52,1.65,1.43,1.48,-0.19,16
105/10/17,101000,153510,1.56,1.56,1.51,1.51,+0.03,6
105/10/18,125000,181050,1.45,1.46,1.42,1.46,-0.05,4
105/10/19,667000,1145560,1.89,1.92,1.58,1.62,+0.16,39
105/10/20,608000,891500,1.46,1.48,1.39,1.41,-0.21,17
105/10/21,35000,49250,1.45,1.45,1.39,1.39,-0.02,2
105/10/24,59000,81590,1.38,1.41,1.38,1.41,+0.02,4
105/10/25,5000,6740,1.36,1.36,1.34,1.34,-0.07,2
105/10/26,163000,192030,1.21,1.21,1.17,1.19,-0.15,6
105/10/27,205000,245950,1.14,1.26,1.14,1.19,0.00,4
105/10/28,126000,144670,1.17,1.17,1.10,1.10,-0.09,4
105/10/31,20000,21600,1.08,1.08,1.08,1.08,-0.02,2
105/11/01,20000,20350,1.04,1.04,1.01,1.01,-0.07,2
105/11/02,60000,48200,0.83,0.83,0.79,0.79,-0.22,4
