105/08/24,0,0,---,---,---,---,---,0
105/08/25,13000,12340,0.97,0.97,0.88,0.88,-0.23,2
105/08/26,70000,49600,0.73,0.73,0.68,0.71,-0.17,7
105/08/29,50000,37800,0.75,0.77,0.75,0.77,+0.06,5
105/08/30,15000,9430,0.68,0.68,0.62,0.62,-0.15,6
105/08/31,5000,3300,0.66,0.66,0.66,0.66,+0.04,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,20000,11900,0.59,0.60,0.59,0.60,-0.06,2
105/09/05,47000,25050,0.60,0.60,0.49,0.50,-0.10,11
105/09/06,12000,7820,0.64,0.71,0.64,0.71,+0.21,2
105/09/07,12000,7440,0.62,0.62,0.62,0.62,-0.09,2
105/09/08,0,0,---,---,---,---,---,0
105/09/09,2000,1140,0.57,0.57,0.57,0.57,-0.05,2
105/09/10,188000,86950,0.50,0.50,0.44,0.44,-0.13,34
105/09/12,51000,21910,0.41,0.45,0.41,0.42,-0.02,6
105/09/13,5000,1760,0.38,0.38,0.32,0.32,-0.10,5
105/09/14,6000,1850,0.32,0.32,0.30,0.30,-0.02,6
105/09/19,2000,750,0.38,0.38,0.37,0.37,+0.07,2
105/09/20,51000,25560,0.46,0.51,0.46,0.51,+0.14,5
105/09/21,388000,206480,0.49,0.54,0.49,0.53,+0.02,7
105/09/22,355000,198950,0.56,0.57,0.56,0.57,+0.04,7
105/09/23,604000,399250,0.58,0.70,0.58,0.66,+0.09,19
105/09/26,957000,649230,0.68,0.69,0.65,0.68,+0.02,28
105/09/29,521000,320090,0.66,0.66,0.58,0.59,-0.09,26
105/09/30,312000,163490,0.56,0.56,0.52,0.53,-0.06,7
105/10/03,390000,198280,0.52,0.52,0.43,0.43,-0.10,13
105/10/04,639000,229160,0.40,0.40,0.32,0.34,-0.09,54
105/10/05,1526000,525310,0.22,0.38,0.22,0.37,+0.03,36
105/10/06,1415000,543750,0.40,0.40,0.36,0.38,+0.01,42
105/10/07,650000,218300,0.38,0.38,0.33,0.34,-0.04,8
105/10/11,790000,282030,0.36,0.39,0.31,0.31,-0.03,19
105/10/12,42000,13640,0.34,0.34,0.32,0.32,+0.01,4
105/10/13,133000,41200,0.30,0.31,0.30,0.31,-0.01,8
105/10/14,259000,66190,0.29,0.29,0.24,0.25,-0.06,29
