105/09/05,926000,765720,0.83,0.89,0.81,0.83,-0.18,23
105/09/06,1289000,1065890,0.84,0.84,0.79,0.82,-0.01,21
105/09/07,675000,527480,0.79,0.82,0.76,0.82,0.00,24
105/09/08,477000,403210,0.84,0.86,0.82,0.82,0.00,19
105/09/09,44000,33800,0.77,0.78,0.76,0.76,-0.06,3
105/09/10,90000,64120,0.70,0.73,0.69,0.72,-0.04,7
105/09/12,61000,40570,0.67,0.67,0.66,0.66,-0.06,5
105/09/13,586000,413730,0.66,0.73,0.66,0.73,+0.07,8
105/09/14,531000,385660,0.69,0.74,0.68,0.73,0.00,10
105/09/19,502000,401370,0.78,0.83,0.77,0.79,+0.06,13
105/09/20,678000,534280,0.79,0.79,0.78,0.78,-0.01,12
105/09/21,647000,508650,0.78,0.81,0.77,0.77,-0.01,16
105/09/22,1466000,1170610,0.78,0.83,0.76,0.78,+0.01,44
105/09/23,1197000,946360,0.80,0.81,0.76,0.77,-0.01,31
105/09/26,760000,588500,0.77,0.81,0.76,0.76,-0.01,18
105/09/29,1312000,1002910,0.76,0.79,0.75,0.78,+0.02,15
105/09/30,779000,587250,0.75,0.76,0.74,0.74,-0.04,11
105/10/03,326000,239380,0.73,0.74,0.73,0.73,-0.01,8
105/10/04,1722000,1319440,0.72,0.80,0.72,0.80,+0.07,38
105/10/05,2054000,1607010,0.80,0.86,0.76,0.85,+0.05,62
105/10/06,2662000,2222600,0.82,0.86,0.81,0.86,+0.01,59
105/10/07,1639000,1373870,0.84,0.86,0.80,0.81,-0.05,30
105/10/11,703000,512130,0.79,0.79,0.63,0.68,-0.13,24
105/10/12,459000,315680,0.69,0.70,0.66,0.67,-0.01,11
105/10/13,388000,261780,0.69,0.69,0.67,0.67,0.00,9
105/10/14,124000,79900,0.65,0.65,0.60,0.60,-0.07,5
105/10/17,431000,272360,0.62,0.68,0.62,0.68,+0.08,6
105/10/18,488000,338810,0.71,0.72,0.68,0.72,+0.04,11
105/10/19,414000,301520,0.73,0.73,0.69,0.69,-0.03,9
105/10/20,511000,371330,0.74,0.75,0.71,0.71,+0.02,6
105/10/21,425000,301040,0.72,0.72,0.68,0.68,-0.03,9
105/10/24,416000,275440,0.68,0.68,0.65,0.65,-0.03,10
105/10/25,996000,690520,0.68,0.72,0.68,0.70,+0.05,14
105/10/26,984000,668840,0.69,0.70,0.65,0.69,-0.01,15
105/10/27,404000,275700,0.68,0.69,0.67,0.67,-0.02,12
105/10/28,203000,135060,0.68,0.68,0.64,0.64,-0.03,10
105/10/31,55000,33050,0.61,0.61,0.60,0.60,-0.04,9
105/11/01,15000,9000,0.60,0.60,0.60,0.60,0.00,2
105/11/02,65000,33850,0.56,0.56,0.48,0.48,-0.12,9
105/11/03,25000,11500,0.46,0.46,0.46,0.46,-0.02,2
105/11/04,122000,58520,0.48,0.48,0.46,0.46,0.00,3
105/11/07,10000,4800,0.48,0.48,0.48,0.48,+0.02,2
105/11/08,150000,72050,0.48,0.49,0.48,0.48,0.00,8
105/11/09,103000,44850,0.45,0.45,0.40,0.43,-0.05,7
105/11/10,60000,28900,0.49,0.49,0.48,0.48,+0.05,2
105/11/11,55000,26300,0.47,0.51,0.46,0.51,+0.03,9
105/11/14,416000,191810,0.46,0.47,0.46,0.47,-0.04,11
105/11/15,416000,187300,0.46,0.46,0.45,0.45,-0.02,11
105/11/16,0,0,---,---,---,---,---,0
105/11/17,60000,23900,0.39,0.40,0.39,0.40,-0.04,2
105/11/18,50000,21500,0.43,0.43,0.43,0.43,+0.03,1
105/11/21,68000,29920,0.44,0.44,0.44,0.44,+0.01,1
105/11/22,213000,93720,0.44,0.44,0.44,0.44,0.00,2
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,68000,31280,0.46,0.46,0.46,0.46,+0.02,1
105/11/29,437000,249270,0.52,0.59,0.52,0.57,+0.11,16
105/11/30,813000,454940,0.56,0.57,0.54,0.57,0.00,21
105/12/01,516000,274670,0.56,0.56,0.53,0.53,-0.04,9
105/12/02,0,0,---,---,---,---,---,0
105/12/05,116000,59240,0.52,0.52,0.51,0.51,-0.03,2
105/12/06,134000,71180,0.52,0.55,0.52,0.55,+0.04,4
105/12/07,143000,78500,0.54,0.55,0.54,0.55,0.00,4
105/12/08,662000,388420,0.57,0.60,0.57,0.60,+0.05,17
105/12/09,269000,154870,0.57,0.58,0.57,0.57,-0.03,6
105/12/12,305000,170960,0.58,0.58,0.55,0.55,-0.02,5
105/12/13,725000,406350,0.57,0.57,0.55,0.56,+0.01,7
105/12/14,1437000,876370,0.59,0.64,0.57,0.60,+0.04,20
105/12/15,962000,575360,0.59,0.61,0.59,0.61,+0.01,13
105/12/16,324000,192400,0.60,0.60,0.59,0.59,-0.02,5
105/12/19,328000,191580,0.60,0.60,0.56,0.56,-0.03,7
105/12/20,332000,172280,0.56,0.56,0.51,0.51,-0.05,6
105/12/21,159000,86760,0.55,0.55,0.54,0.55,+0.04,5
105/12/22,158000,82260,0.53,0.53,0.52,0.52,-0.03,4
105/12/23,36000,18040,0.50,0.51,0.49,0.49,-0.03,3
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,21000,10920,0.52,0.52,0.52,0.52,+0.02,1
