105/08/24,100000,43000,0.43,0.43,0.43,0.43,0.00,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,15000,7650,0.51,0.51,0.51,0.51,+0.05,1
105/08/29,45000,20650,0.47,0.47,0.45,0.45,-0.06,3
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,700000,227500,0.39,0.39,0.30,0.30,-0.14,7
105/09/05,45000,14400,0.32,0.32,0.32,0.32,+0.02,3
105/09/06,145000,43200,0.30,0.30,0.29,0.29,-0.03,3
105/09/07,1202000,437460,0.33,0.37,0.33,0.36,+0.07,15
105/09/08,1315000,567800,0.42,0.46,0.41,0.45,+0.09,10
105/09/09,1043000,489240,0.44,0.48,0.44,0.44,-0.01,11
105/09/10,955000,391300,0.39,0.42,0.39,0.42,-0.02,10
105/09/12,963000,392520,0.41,0.41,0.34,0.34,-0.08,10
105/09/13,145000,48100,0.34,0.34,0.33,0.33,-0.01,4
105/09/14,192000,59520,0.31,0.31,0.31,0.31,-0.02,3
105/09/19,1450000,544200,0.34,0.39,0.34,0.38,+0.07,23
105/09/20,1670000,572500,0.36,0.36,0.33,0.34,-0.04,11
105/09/21,205000,65600,0.32,0.32,0.32,0.32,-0.02,2
105/09/22,70000,23800,0.34,0.34,0.34,0.34,+0.02,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,170000,53990,0.30,0.33,0.30,0.33,+0.03,3
105/10/03,300000,93000,0.31,0.31,0.31,0.31,-0.02,3
105/10/04,300000,113000,0.38,0.38,0.37,0.38,+0.07,3
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,240000,74100,0.31,0.31,0.30,0.30,-0.08,8
105/10/12,240000,74400,0.31,0.31,0.31,0.31,+0.01,1
