105/08/24,779000,196940,0.21,0.31,0.21,0.31,+0.11,9
105/08/25,138000,45790,0.35,0.35,0.31,0.31,0.00,7
105/08/26,53000,18620,0.38,0.38,0.34,0.34,+0.03,3
105/08/29,32000,9920,0.31,0.31,0.31,0.31,-0.03,1
105/08/30,98000,36760,0.34,0.42,0.34,0.41,+0.10,6
105/08/31,72000,25530,0.38,0.38,0.34,0.34,-0.07,6
105/09/01,6000,1920,0.32,0.32,0.32,0.32,-0.02,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,1133000,317240,0.28,0.28,0.28,0.28,-0.01,13
105/09/08,499000,124750,0.25,0.25,0.25,0.25,-0.03,3
105/09/09,1615000,415910,0.27,0.27,0.25,0.25,0.00,11
105/09/10,57000,14800,0.26,0.26,0.25,0.26,+0.01,5
105/09/12,76000,20010,0.27,0.28,0.25,0.28,+0.02,6
105/09/13,89000,29740,0.28,0.38,0.28,0.38,+0.10,5
105/09/14,49000,17240,0.35,0.36,0.35,0.36,-0.02,4
105/09/19,5000,1700,0.34,0.34,0.34,0.34,-0.02,1
105/09/20,4000,1510,0.37,0.40,0.37,0.37,+0.03,3
105/09/21,3000,1020,0.34,0.34,0.34,0.34,-0.03,1
105/09/22,40000,15100,0.40,0.40,0.37,0.37,+0.03,4
105/09/23,57000,19950,0.35,0.35,0.35,0.35,-0.02,4
105/09/26,0,0,---,---,---,---,---,0
105/09/29,20000,5200,0.26,0.26,0.26,0.26,-0.08,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,41000,18510,0.40,0.51,0.40,0.50,+0.16,4
105/10/04,226000,119060,0.49,0.55,0.49,0.49,-0.01,4
105/10/05,225000,108320,0.48,0.50,0.44,0.44,-0.05,4
105/10/06,189000,95830,0.45,0.67,0.45,0.67,+0.23,7
105/10/07,164000,96760,0.59,0.59,0.59,0.59,-0.08,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,2000,500,0.25,0.25,0.25,0.25,-0.09,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
