105/08/24,164089,1124958,6.85,6.89,6.83,6.88,-0.01,45
105/08/25,705791,4858983,6.89,6.90,6.83,6.87,-0.01,98
105/08/26,311939,2122552,6.82,6.84,6.77,6.77,-0.10,132
105/08/29,737835,4931287,6.73,6.74,6.65,6.68,-0.09,207
105/08/30,512466,3384196,6.68,6.68,6.55,6.56,-0.12,232
105/08/31,662322,4325611,6.56,6.56,6.47,6.55,-0.01,148
105/09/01,549242,3593617,6.56,6.63,6.48,6.48,-0.07,58
105/09/02,152877,988845,6.48,6.52,6.45,6.46,-0.02,61
105/09/05,117393,759137,6.47,6.50,6.46,6.46,0.00,47
105/09/05,117393,759137,6.47,6.50,6.46,6.46,0.00,47
