105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,75000,104700,1.41,1.41,1.20,1.20,-0.31,2
105/09/13,210000,255500,1.15,1.28,1.15,1.28,+0.08,3
105/09/14,210000,263500,1.26,1.26,1.15,1.15,-0.13,2
105/09/19,92000,135870,1.46,1.49,1.46,1.48,+0.33,3
105/09/20,64000,94720,1.48,1.48,1.48,1.48,0.00,3
105/09/21,39000,55530,1.42,1.43,1.41,1.43,-0.05,4
105/09/22,325000,483220,1.45,1.56,1.45,1.53,+0.10,10
105/09/23,524000,801380,1.50,1.57,1.49,1.55,+0.02,12
105/09/26,186000,269580,1.48,1.48,1.43,1.44,-0.11,9
105/09/29,10000,12400,1.24,1.24,1.24,1.24,-0.20,1
105/09/30,3000,3220,1.08,1.08,1.07,1.07,-0.17,2
105/10/03,3000,3240,1.08,1.08,1.08,1.08,+0.01,1
105/10/04,8000,9040,1.13,1.13,1.13,1.13,+0.05,1
105/10/05,41000,42890,1.05,1.05,0.99,0.99,-0.14,4
105/10/06,311000,407200,1.30,1.41,1.26,1.40,+0.41,15
105/10/07,415000,548950,1.36,1.36,1.30,1.32,-0.08,19
105/10/11,155000,193750,1.25,1.25,1.25,1.25,-0.07,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,57000,66890,1.25,1.25,1.07,1.07,-0.13,5
105/10/17,5000,4900,0.98,0.98,0.98,0.98,-0.09,1
105/10/18,90000,97140,1.08,1.11,1.06,1.06,+0.08,3
105/10/19,149000,150710,1.05,1.05,0.97,1.00,-0.06,9
105/10/20,63000,65990,1.02,1.09,1.02,1.09,+0.09,4
105/10/21,108000,117420,1.03,1.10,1.03,1.09,0.00,7
105/10/24,95000,113250,1.17,1.27,1.15,1.25,+0.16,10
105/10/25,45000,55780,1.30,1.30,1.22,1.22,-0.03,5
105/10/26,100000,109500,1.12,1.12,1.07,1.07,-0.15,2
105/10/27,281000,317530,1.12,1.16,1.12,1.12,+0.05,9
105/10/28,143000,150750,1.09,1.09,1.01,1.03,-0.09,8
105/10/31,210000,217100,1.06,1.06,1.03,1.05,+0.02,4
105/11/01,97000,107310,1.08,1.13,1.08,1.11,+0.06,6
105/11/02,240000,225580,1.02,1.02,0.87,0.87,-0.24,15
