105/10/11,0,0,---,---,---,---,---,0
105/10/12,223000,242930,1.06,1.12,1.06,1.11,0.00,5
105/10/13,234000,268000,1.12,1.15,1.12,1.14,+0.03,10
105/10/14,20000,21600,1.08,1.08,1.08,1.08,-0.06,1
105/10/17,9000,9000,1.00,1.00,1.00,1.00,-0.08,2
105/10/18,0,0,---,---,---,---,---,0
105/10/19,1222000,1355200,1.07,1.15,1.07,1.14,+0.11,18
105/10/20,1301000,1513940,1.15,1.18,1.13,1.16,+0.02,27
105/10/21,426000,485370,1.16,1.16,1.12,1.14,-0.02,12
105/10/24,10000,10800,1.08,1.08,1.08,1.08,-0.06,1
105/10/25,40000,43580,1.09,1.09,1.08,1.08,0.00,7
105/10/26,1261000,1411160,1.07,1.14,1.06,1.13,+0.05,16
105/10/27,781000,895090,1.15,1.15,1.12,1.12,-0.01,6
105/10/28,0,0,---,---,---,---,---,0
105/10/31,605000,659500,1.09,1.10,1.09,1.10,+0.02,4
105/11/01,645000,695750,1.06,1.08,1.06,1.07,-0.03,5
105/11/02,0,0,---,---,---,---,---,0
105/11/03,109000,108900,1.00,1.00,0.95,0.95,-0.03,4
105/11/04,497000,460080,0.90,0.96,0.89,0.95,0.00,9
105/11/07,44000,42030,0.96,0.96,0.93,0.93,-0.02,4
105/11/08,7000,6560,0.93,0.94,0.93,0.94,+0.01,2
105/11/09,6000,3940,0.68,0.68,0.61,0.61,-0.33,2
105/11/10,20000,12000,0.60,0.60,0.60,0.60,-0.01,2
105/11/11,22000,11320,0.52,0.52,0.46,0.46,-0.14,2
105/11/14,10000,4280,0.43,0.46,0.40,0.46,0.00,5
105/11/15,4000,1840,0.46,0.46,0.46,0.46,0.00,1
105/11/16,170000,84980,0.49,0.50,0.49,0.50,+0.04,5
105/11/17,192000,81980,0.43,0.43,0.39,0.41,-0.09,6
105/11/18,8000,3520,0.44,0.44,0.44,0.44,+0.03,2
105/11/21,28000,12040,0.43,0.43,0.43,0.43,-0.01,2
105/11/22,4000,1660,0.42,0.42,0.41,0.41,-0.02,2
105/11/23,38000,16440,0.43,0.44,0.42,0.42,+0.01,5
105/11/24,10000,4200,0.42,0.42,0.42,0.42,0.00,1
105/11/25,18000,8100,0.44,0.49,0.44,0.48,+0.06,4
105/11/28,10000,5100,0.51,0.51,0.51,0.51,+0.03,1
105/11/29,20000,9780,0.49,0.49,0.48,0.48,-0.03,3
105/11/30,6000,2550,0.43,0.43,0.42,0.42,-0.06,2
105/12/01,144000,70400,0.51,0.51,0.48,0.50,+0.08,9
105/12/02,73000,32820,0.45,0.45,0.44,0.45,-0.05,3
105/12/05,45000,19950,0.44,0.45,0.44,0.45,0.00,2
105/12/06,117000,66690,0.58,0.59,0.54,0.54,+0.09,10
105/12/07,113000,58690,0.53,0.53,0.50,0.50,-0.04,5
105/12/08,98000,55970,0.56,0.58,0.56,0.57,+0.07,7
105/12/09,170000,96560,0.59,0.59,0.56,0.57,0.00,8
105/12/12,50000,27800,0.58,0.58,0.54,0.54,-0.03,2
105/12/13,0,0,---,---,---,---,---,0
105/12/14,1813000,1191710,0.58,0.75,0.58,0.75,+0.21,22
105/12/15,1828000,1378950,0.69,0.80,0.69,0.75,0.00,44
105/12/16,1030000,883090,0.72,0.95,0.72,0.95,+0.20,24
105/12/19,1204000,1040220,0.88,0.94,0.74,0.77,-0.18,58
105/12/20,2049000,1892630,0.79,0.99,0.77,0.94,+0.17,50
105/12/21,2163000,1897450,0.89,0.93,0.84,0.87,-0.07,70
105/12/22,177000,144520,0.90,0.90,0.79,0.82,-0.05,11
105/12/23,303000,241590,0.82,0.82,0.79,0.82,0.00,7
105/12/26,444000,380850,0.88,0.92,0.82,0.82,0.00,18
105/12/27,748000,626450,0.86,0.88,0.81,0.81,-0.01,16
105/12/28,847000,725180,0.83,0.89,0.82,0.85,+0.04,19
105/12/29,548000,436070,0.81,0.83,0.77,0.79,-0.06,16
105/12/30,317000,268580,0.83,0.89,0.82,0.82,+0.03,18
106/01/03,291000,232450,0.82,0.82,0.76,0.80,-0.02,13
106/01/04,795000,727150,0.85,0.96,0.85,0.86,+0.06,27
106/01/05,854000,733010,0.84,0.88,0.83,0.87,+0.01,13
106/01/06,1247000,1101330,0.88,0.89,0.86,0.89,+0.02,31
106/01/09,1183000,1131950,1.01,1.01,0.87,0.87,-0.02,29
106/01/10,451000,371390,0.85,0.85,0.81,0.83,-0.04,13
106/01/11,308000,242380,0.82,0.85,0.77,0.77,-0.06,10
106/01/12,526000,433990,0.87,0.87,0.80,0.80,+0.03,12
106/01/13,781000,647430,0.79,0.87,0.79,0.85,+0.05,12
106/01/16,501000,432090,0.85,0.89,0.84,0.87,+0.02,9
