105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,455000,554150,1.23,1.23,1.20,1.20,+0.04,8
105/11/30,522000,612800,1.18,1.18,1.10,1.10,-0.10,8
105/12/01,15000,15000,1.09,1.09,0.94,0.94,-0.16,3
105/12/02,240000,208000,0.87,0.87,0.85,0.85,-0.09,4
105/12/05,467000,410640,0.89,0.90,0.87,0.87,+0.02,6
105/12/06,521000,469930,0.90,0.99,0.88,0.89,+0.02,14
105/12/07,472000,399590,0.83,0.90,0.83,0.89,0.00,9
105/12/08,1376000,1520130,0.96,1.17,0.96,1.15,+0.26,31
105/12/09,1129000,1248430,1.11,1.15,1.05,1.15,0.00,33
105/12/12,296000,344130,1.17,1.17,1.09,1.09,-0.06,7
105/12/13,925000,1014950,1.13,1.13,1.09,1.10,+0.01,14
105/12/14,1352000,1700610,1.13,2.06,0.75,2.06,+0.96,44
105/12/15,729000,1287890,1.65,1.97,1.65,1.86,-0.20,35
105/12/16,800000,1496740,1.80,2.06,1.72,1.83,-0.03,25
105/12/19,704000,1240980,1.85,1.98,1.49,1.54,-0.29,37
105/12/20,1368000,2407970,1.63,2.30,1.62,2.25,+0.71,53
105/12/21,1472000,2920600,2.10,2.16,1.88,1.88,-0.37,73
