105/10/18,0,0,---,---,---,---,---,0
105/10/19,561000,554010,0.95,1.01,0.95,1.01,+0.09,14
105/10/20,668000,661290,0.99,1.01,0.95,0.95,-0.06,13
105/10/21,310000,282100,0.92,0.92,0.90,0.91,-0.04,4
105/10/24,312000,303710,0.93,1.00,0.93,0.95,+0.04,11
105/10/25,280000,269590,0.97,0.99,0.95,0.96,+0.01,9
105/10/26,825000,826210,0.95,1.04,0.95,1.01,+0.05,15
105/10/27,512000,486760,0.97,0.97,0.92,0.95,-0.06,14
105/10/28,10000,9100,0.91,0.91,0.91,0.91,-0.04,1
105/10/31,392000,349920,0.89,0.91,0.89,0.91,0.00,9
105/11/01,347000,268750,0.77,0.80,0.74,0.74,-0.17,15
105/11/02,120000,88000,0.77,0.77,0.72,0.72,-0.02,5
105/11/03,0,0,---,---,---,---,---,0
105/11/04,30000,22600,0.74,0.76,0.74,0.76,+0.03,3
105/11/07,68000,50320,0.74,0.74,0.74,0.74,-0.02,1
105/11/08,88000,63540,0.73,0.73,0.69,0.69,-0.05,3
105/11/09,140000,87500,0.69,0.69,0.61,0.61,-0.08,4
105/11/10,39000,26130,0.67,0.67,0.67,0.67,+0.06,2
105/11/11,71000,43890,0.60,0.65,0.59,0.65,-0.02,6
105/11/14,110000,62100,0.54,0.58,0.54,0.58,-0.07,5
105/11/15,30000,17000,0.56,0.57,0.56,0.57,-0.01,3
