105/08/24,615000,822740,1.33,1.36,1.33,1.36,0.02,6
105/08/25,951000,1220840,1.32,1.32,1.24,1.25,-0.11,19
105/08/26,371000,436210,1.22,1.22,1.17,1.17,-0.08,8
105/08/29,186000,224760,1.19,1.22,1.19,1.22,0.05,5
105/08/30,773000,893580,1.13,1.18,1.11,1.18,-0.04,14
105/08/31,493000,595830,1.18,1.22,1.18,1.22,0.04,10
105/09/01,1363000,1660210,1.21,1.25,1.20,1.23,0.01,28
105/09/02,609000,745600,1.22,1.27,1.20,1.24,0.01,20
105/09/05,1580000,2007950,1.25,1.30,1.20,1.20,-0.04,19
105/09/06,1566000,1855780,1.18,1.20,1.17,1.20,,23
105/09/07,5000,5900,1.18,1.18,1.18,1.18,-0.02,2
105/09/08,173000,207600,1.20,1.20,1.20,1.20,0.02,5
105/09/09,253000,309940,1.22,1.24,1.19,1.19,-0.01,7
