105/08/24,0,0,---,---,---,---,---,0
105/08/25,94000,119380,1.27,1.27,1.27,1.27,-0.01,1
105/08/26,94000,111860,1.19,1.19,1.19,1.19,-0.08,1
105/08/29,221000,271340,1.20,1.26,1.20,1.21,+0.02,4
105/08/30,287000,338750,1.17,1.24,1.15,1.24,+0.03,6
105/08/31,8000,9120,1.14,1.14,1.14,1.14,-0.10,1
105/09/01,475000,682590,1.48,1.63,1.40,1.63,+0.49,11
105/09/02,130000,197480,1.54,1.54,1.39,1.39,-0.24,10
105/09/05,116000,162570,1.36,1.41,1.34,1.41,+0.02,3
105/09/06,717000,1096470,1.49,1.62,1.49,1.50,+0.09,7
105/09/07,548000,774180,1.40,1.50,1.36,1.50,0.00,14
105/09/08,360000,573000,1.58,1.62,1.58,1.60,+0.10,8
105/09/09,140000,211400,1.52,1.54,1.48,1.48,-0.12,12
105/09/10,5000,6950,1.39,1.39,1.39,1.39,-0.09,1
105/09/12,386000,570940,1.50,1.50,1.42,1.42,+0.03,3
105/09/13,386000,566300,1.48,1.48,1.43,1.48,+0.06,7
