105/08/24,502000,533270,1.07,1.07,1.06,1.07,-0.03,7
105/08/25,356000,376320,1.06,1.06,1.05,1.05,-0.02,4
105/08/26,306000,307850,1.01,1.02,0.99,0.99,-0.06,6
105/08/29,4000,3960,0.99,0.99,0.99,0.99,0.00,1
105/08/30,17000,16660,0.98,0.98,0.98,0.98,-0.01,2
105/08/31,251000,235200,0.93,0.95,0.93,0.95,-0.03,4
105/09/01,272000,236070,0.86,0.89,0.86,0.89,-0.06,4
105/09/02,10000,8900,0.89,0.89,0.89,0.89,0.00,1
105/09/05,40000,37200,0.93,0.93,0.93,0.93,+0.04,2
105/09/06,362000,339180,0.94,0.95,0.92,0.94,+0.01,5
105/09/07,300000,284000,0.97,0.97,0.92,0.92,-0.02,3
105/09/08,195000,180800,0.92,0.93,0.92,0.93,+0.01,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,123000,111510,0.91,0.92,0.90,0.92,-0.01,5
105/09/12,107000,100580,0.94,0.94,0.94,0.94,+0.02,2
105/09/13,760000,672700,0.90,0.90,0.86,0.86,-0.08,6
105/09/14,0,0,---,---,---,---,---,0
105/09/19,3000,2890,0.93,1.03,0.93,1.03,+0.15,2
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,1000,1080,1.08,1.08,1.08,1.08,+0.08,1
105/09/23,1000,950,0.95,0.95,0.95,0.95,-0.13,1
105/09/26,18000,21870,1.14,1.25,1.14,1.25,+0.30,3
105/09/29,0,0,---,---,---,---,---,0
105/09/30,10000,9300,0.93,0.93,0.93,0.93,-0.13,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,5000,4450,0.89,0.89,0.89,0.89,-0.18,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,5000,4500,0.90,0.90,0.90,0.90,+0.02,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,80000,78400,0.98,0.98,0.98,0.98,+0.03,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,10000,9600,0.96,0.96,0.96,0.96,-0.02,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,50000,42500,0.85,0.85,0.85,0.85,-0.02,5
105/11/02,130000,96500,0.77,0.77,0.68,0.68,-0.17,13
105/11/03,180000,124200,0.69,0.69,0.69,0.69,+0.01,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,10000,5600,0.56,0.56,0.56,0.56,-0.13,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
