105/10/06,0,0,---,---,---,---,---,0
105/10/07,98000,112710,1.16,1.17,1.12,1.12,-0.01,4
105/10/11,145000,160300,1.14,1.14,1.03,1.03,-0.09,5
105/10/12,403000,383920,0.93,0.98,0.91,0.98,-0.05,7
105/10/13,430000,423640,0.99,0.99,0.93,0.93,-0.05,9
105/10/14,57000,47080,0.80,0.84,0.80,0.80,-0.13,4
105/10/17,24000,19240,0.80,0.81,0.80,0.81,+0.01,3
105/10/18,47000,33170,0.77,0.77,0.67,0.71,-0.10,5
105/10/19,244000,178520,0.74,0.74,0.73,0.73,+0.02,5
105/10/20,193000,140860,0.73,0.73,0.70,0.70,-0.03,2
105/10/21,684000,517970,0.74,0.78,0.74,0.75,+0.05,7
105/10/24,826000,679900,0.80,0.84,0.80,0.84,+0.09,9
105/10/25,1165000,1020380,0.84,0.96,0.83,0.89,+0.05,19
