105/08/24,22000,8800,0.40,0.40,0.40,0.40,-0.01,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,67000,29970,0.46,0.46,0.43,0.44,+0.05,9
105/08/29,85000,36300,0.44,0.44,0.42,0.43,-0.01,6
105/08/30,163000,74780,0.46,0.47,0.45,0.45,+0.02,10
105/08/31,130000,54180,0.42,0.42,0.40,0.40,-0.05,5
105/09/01,98000,37540,0.39,0.39,0.38,0.38,-0.02,4
105/09/02,78000,31100,0.39,0.41,0.36,0.38,0.00,9
105/09/05,71000,25610,0.37,0.37,0.35,0.36,-0.02,4
105/09/06,42000,13460,0.32,0.33,0.32,0.33,-0.03,3
105/09/07,100000,33800,0.33,0.34,0.33,0.34,+0.01,7
105/09/08,20000,6400,0.32,0.32,0.32,0.32,-0.02,1
105/09/09,4000,1320,0.32,0.34,0.32,0.34,+0.02,2
105/09/10,20000,6400,0.32,0.32,0.32,0.32,-0.02,1
105/09/12,9000,2790,0.31,0.31,0.31,0.31,-0.01,1
105/09/13,21000,5500,0.27,0.27,0.24,0.24,-0.07,3
105/09/14,40000,9600,0.24,0.24,0.24,0.24,0.00,1
105/09/19,16000,4210,0.27,0.27,0.26,0.26,+0.02,2
105/09/20,0,0,---,---,---,---,---,0
105/09/21,116000,34520,0.28,0.30,0.28,0.29,+0.03,4
105/09/22,39000,11310,0.29,0.29,0.29,0.29,0.00,1
105/09/23,33000,10050,0.29,0.32,0.29,0.32,+0.03,3
105/09/26,54000,16410,0.30,0.31,0.30,0.31,-0.01,3
105/09/29,23000,7130,0.31,0.31,0.31,0.31,0.00,2
105/09/30,42000,11910,0.28,0.30,0.28,0.30,-0.01,3
105/10/03,43000,12270,0.29,0.29,0.28,0.28,-0.02,3
105/10/04,0,0,---,---,---,---,---,0
105/10/05,78000,19500,0.25,0.25,0.25,0.25,-0.02,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,20000,3600,0.18,0.18,0.18,0.18,-0.01,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,310000,43400,0.14,0.14,0.14,0.14,-0.03,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
