105/11/14,0,0,---,---,---,---,---,0
105/11/15,18000,13470,0.75,0.75,0.74,0.75,+0.03,3
105/11/16,587000,473890,0.79,0.82,0.79,0.79,+0.04,10
105/11/17,584000,445420,0.79,0.79,0.75,0.77,-0.02,8
105/11/18,5000,3850,0.77,0.77,0.77,0.77,0.00,1
105/11/21,12000,9000,0.75,0.75,0.75,0.75,-0.02,1
105/11/22,585000,456500,0.76,0.80,0.76,0.76,+0.01,14
105/11/23,1770000,1403410,0.79,0.82,0.75,0.77,+0.01,39
105/11/24,1008000,765930,0.76,0.76,0.75,0.76,-0.01,12
105/11/25,1084000,842610,0.77,0.80,0.77,0.77,+0.01,14
105/11/28,637000,482510,0.77,0.77,0.73,0.73,-0.04,9
105/11/29,389000,283500,0.74,0.74,0.72,0.73,0.00,3
105/11/30,797000,607010,0.75,0.77,0.72,0.72,-0.01,11
105/12/01,1130000,783580,0.72,0.73,0.65,0.69,-0.03,11
105/12/02,514000,355280,0.67,0.70,0.67,0.70,+0.01,4
105/12/05,294000,206160,0.68,0.71,0.68,0.71,+0.01,3
105/12/06,942000,684830,0.73,0.74,0.72,0.72,+0.01,12
