105/11/04,398000,336310,0.84,0.85,0.84,0.85,-0.07,2
105/11/07,398000,352300,0.89,0.89,0.87,0.87,+0.02,4
105/11/08,392000,293880,0.76,0.76,0.74,0.74,-0.13,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,299000,222270,0.73,0.77,0.73,0.77,+0.08,2
105/11/16,299000,201760,0.69,0.69,0.64,0.64,-0.13,3
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,200000,132000,0.66,0.66,0.66,0.66,+0.04,2
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,136000,80240,0.59,0.59,0.59,0.59,0.00,1
105/11/30,138000,82860,0.60,0.63,0.60,0.63,+0.04,2
105/12/01,150000,93000,0.62,0.62,0.62,0.62,-0.01,1
105/12/02,150000,81000,0.54,0.54,0.54,0.54,-0.08,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,100000,55000,0.55,0.55,0.55,0.55,+0.02,1
105/12/07,182000,100100,0.55,0.55,0.55,0.55,0.00,1
