105/08/24,120000,195600,1.63,1.63,1.63,1.63,-0.04,1
105/08/25,53000,87450,1.65,1.65,1.65,1.65,+0.02,1
105/08/26,53000,87450,1.65,1.65,1.65,1.65,0.00,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,212000,389550,1.83,2.01,1.83,2.01,+0.48,6
105/09/02,203000,378020,1.86,1.88,1.85,1.88,-0.13,6
105/09/05,0,0,---,---,---,---,---,0
105/09/06,9000,17820,1.98,1.98,1.98,1.98,+0.10,1
105/09/07,56000,106960,1.91,1.91,1.91,1.91,-0.07,1
105/09/08,56000,104160,1.86,1.86,1.86,1.86,-0.05,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,144000,300390,2.04,2.13,2.04,2.13,+0.27,5
105/09/13,144000,301500,2.08,2.13,2.08,2.08,-0.05,8
105/09/14,0,0,---,---,---,---,---,0
105/09/19,46000,105390,2.31,2.31,2.28,2.29,+0.24,3
105/09/20,36000,78920,2.17,2.22,2.17,2.22,-0.07,3
105/09/21,0,0,---,---,---,---,---,0
105/09/22,10000,20200,2.02,2.02,2.02,2.02,-0.14,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
