105/08/24,995000,21483690,21.65,21.68,21.48,21.53,-0.08,167
105/08/25,2189000,47683610,21.55,21.98,21.55,21.98,0.45,242
105/08/26,1303000,28745120,21.92,22.13,21.90,22.08,0.10,195
105/08/29,4062000,88621930,21.94,22.07,21.48,21.88,-0.20,402
105/08/30,1332000,29239580,22.01,22.07,21.81,21.91,0.03,244
105/08/31,4217000,91525960,21.87,22.00,21.53,21.65,-0.26,381
105/09/01,3681000,78621940,21.58,21.60,21.16,21.43,-0.22,530
105/09/02,2590000,55482710,21.49,21.58,21.25,21.38,-0.05,311
105/09/05,2989000,65480790,21.81,22.02,21.78,21.99,0.61,315
105/09/06,2100000,46733960,22.06,22.43,22.04,22.43,0.44,224
105/09/07,2494000,56831050,22.57,22.99,22.57,22.93,0.50,245
105/09/08,1702000,38902020,22.90,22.93,22.77,22.90,-0.03,218
105/09/09,3004000,67246610,22.45,22.49,22.28,22.32,-0.58,399
105/09/10,1952000,42189930,21.46,21.71,21.46,21.59,-0.73,355
105/09/12,5624000,120348360,21.59,21.60,21.29,21.31,-0.28,471
105/09/13,8309000,176211410,21.45,21.51,20.85,21.18,-0.13,614
105/09/14,4690000,99518340,21.06,21.40,21.06,21.08,-0.10,397
105/09/19,9571000,211741570,21.72,22.39,21.70,22.39,1.31,697
105/09/20,3211000,71681790,22.29,22.46,22.23,22.37,-0.02,189
105/09/21,1540000,34547970,22.23,22.62,22.20,22.61,0.24,188
105/09/22,3007000,68558190,23.09,23.09,22.59,22.75,0.14,272
105/09/23,1637000,37503360,22.85,23.02,22.76,23.02,0.27,154
105/09/26,2392000,54237980,22.84,22.84,22.58,22.58,-0.44,205
105/09/29,3741000,86488560,23.11,23.26,22.85,23.09,0.51,258
105/09/30,2843000,64432680,22.70,22.82,22.47,22.55,-0.54,236
105/10/03,2998000,68197380,22.73,22.92,22.61,22.73,0.18,202
105/10/04,836000,19156530,22.87,23.05,22.73,23.05,0.32,182
105/10/05,2722000,62519730,22.87,23.08,22.86,22.96,-0.09,183
105/10/06,2266000,51973490,23.05,23.08,22.84,23.05,0.09,197
105/10/07,3595000,82776860,23.05,23.08,22.98,23.03,-0.02,210
105/10/11,6118000,140316550,23.42,23.45,22.52,22.71,-0.32,433
105/10/12,2951000,67621820,22.70,23.13,22.63,23.12,0.41,283
105/10/13,3572000,81569290,23.05,23.08,22.69,22.80,-0.32,303
105/10/14,5070000,115152210,22.64,22.89,22.54,22.63,-0.17,340
105/10/17,5697000,127380880,22.52,22.73,22.10,22.60,-0.03,520
105/10/18,1344000,30536410,22.60,22.87,22.53,22.87,0.27,195
105/10/19,2439000,56379430,22.90,23.18,22.90,23.11,0.24,275
105/10/20,2639000,61285890,23.10,23.31,23.05,23.27,0.16,183
105/10/21,3013000,70176350,23.24,23.46,23.10,23.24,-0.03,228
105/10/24,2799000,65405180,23.38,23.46,23.22,23.37,0.13,232
105/10/25,3506000,82684340,23.44,23.80,23.41,23.75,0.38,310
105/10/26,2899000,68288700,23.54,23.64,23.48,23.52,-0.23,316
105/10/27,3704000,86607830,23.50,23.57,23.15,23.28,-0.24,330
105/10/28,2430000,56506090,23.41,23.41,23.16,23.22,-0.06,170
105/10/31,2828000,64950790,23.02,23.35,22.74,23.29,0.07,291
105/11/01,1557000,36050670,23.07,23.31,23.00,23.24,-0.05,261
105/11/02,3787000,86113890,22.86,22.96,22.63,22.64,-0.60,552
105/11/03,2596000,58227680,22.57,22.65,22.28,22.29,-0.35,439
105/11/04,2750000,61052060,22.20,22.30,22.10,22.20,-0.09,454
105/11/07,2359000,53514740,22.49,22.84,22.45,22.82,0.62,352
105/11/08,3911000,89426740,22.95,22.97,22.67,22.95,0.13,312
105/11/09,12875000,285011750,23.29,23.35,21.35,21.50,-1.45,1082
105/11/10,3104000,70302990,22.60,22.76,22.52,22.74,1.24,378
105/11/11,5176000,112472030,21.90,22.05,21.59,21.62,-1.12,609
105/11/14,4087000,87691900,21.58,21.74,21.23,21.53,-0.09,632
105/11/15,1946000,41971120,21.50,21.66,21.44,21.51,-0.02,237
105/11/16,2688000,58541180,21.78,21.86,21.66,21.67,0.16,283
105/11/17,2424000,52349540,21.69,21.71,21.45,21.66,-0.01,229
105/11/18,3093000,67196310,21.65,21.89,21.55,21.80,0.14,283
105/11/21,1745000,38227010,21.81,21.99,21.75,21.96,0.16,286
105/11/22,2612000,58443020,22.17,22.66,22.13,22.57,0.61,392
105/11/23,1992000,45135180,22.65,22.79,22.57,22.71,0.14,268
105/11/24,1336000,30162080,22.64,22.65,22.46,22.57,-0.14,150
105/11/25,1463000,33207650,22.56,22.79,22.52,22.65,0.08,131
105/11/28,1407000,32251660,22.64,23.07,22.63,22.95,0.30,216
105/11/29,1121000,25683840,22.95,23.01,22.83,22.88,-0.07,110
105/11/30,1100000,25185580,22.92,23.05,22.74,22.92,0.04,110
105/12/01,1855000,42898220,22.96,23.22,22.96,23.15,0.23,206
105/12/02,1474000,33422120,22.76,22.76,22.60,22.67,-0.48,182
105/12/05,1181000,26679780,22.68,22.74,22.46,22.61,-0.06,142
105/12/06,1410000,32623930,23.09,23.25,23.06,23.15,0.54,180
105/12/07,716000,16620210,23.34,23.37,23.08,23.16,0.01,95
105/12/08,1639000,38633860,23.57,23.66,23.42,23.62,0.46,187
