105/10/12,625000,433000,0.70,0.70,0.68,0.69,-0.04,4
105/10/13,600000,409960,0.69,0.69,0.65,0.65,-0.04,2
105/10/14,0,0,---,---,---,---,---,0
105/10/17,222000,159090,0.70,0.73,0.70,0.73,+0.07,2
105/10/18,295000,212740,0.72,0.74,0.69,0.69,-0.04,7
105/10/19,25000,17250,0.69,0.69,0.69,0.69,0.00,1
105/10/20,243000,171300,0.72,0.72,0.70,0.70,+0.01,2
105/10/21,183000,113460,0.62,0.62,0.62,0.62,-0.08,1
105/10/24,10000,6200,0.62,0.62,0.62,0.62,0.00,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
