105/10/04,101000,92710,0.92,0.92,0.91,0.91,+0.04,8
105/10/05,86000,75380,0.88,0.88,0.85,0.85,-0.06,4
105/10/06,154000,134860,0.84,0.88,0.84,0.88,+0.03,3
105/10/07,192000,178020,0.92,0.95,0.92,0.92,+0.04,9
105/10/11,16000,14080,0.88,0.88,0.88,0.88,-0.04,3
105/10/12,0,0,---,---,---,---,---,0
105/10/13,9000,6940,0.77,0.78,0.77,0.78,-0.05,2
105/10/14,2000,1520,0.76,0.76,0.76,0.76,-0.02,1
105/10/17,31000,23540,0.76,0.76,0.74,0.74,-0.02,3
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,5000,3800,0.76,0.76,0.76,0.76,+0.02,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,15000,11200,0.74,0.75,0.74,0.75,-0.01,2
105/10/25,10000,7400,0.74,0.74,0.74,0.74,-0.01,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,365000,282760,0.76,0.82,0.75,0.82,+0.10,15
105/10/28,317000,253450,0.80,0.88,0.78,0.88,+0.06,18
105/10/31,596000,511300,0.82,0.88,0.82,0.86,-0.02,21
105/11/01,1306000,1195510,0.91,0.94,0.88,0.88,+0.02,42
105/11/02,794000,668430,0.85,0.86,0.81,0.81,-0.07,23
105/11/03,4000,3140,0.76,0.80,0.76,0.80,-0.01,4
105/11/04,15000,11820,0.79,0.80,0.78,0.80,0.00,4
105/11/07,42000,33380,0.80,0.80,0.79,0.79,-0.01,5
105/11/08,21000,15980,0.78,0.78,0.76,0.76,-0.03,3
105/11/09,72000,51900,0.75,0.75,0.68,0.70,-0.06,6
105/11/10,174000,141430,0.77,0.83,0.77,0.82,+0.12,10
105/11/11,69000,52150,0.78,0.78,0.75,0.76,-0.06,6
105/11/14,0,0,---,---,---,---,---,0
105/11/15,27000,18840,0.70,0.71,0.69,0.69,-0.03,5
105/11/16,13000,8840,0.68,0.68,0.68,0.68,-0.01,2
105/11/17,0,0,---,---,---,---,---,0
105/11/18,25000,16600,0.66,0.67,0.66,0.66,0.00,3
105/11/21,13000,8710,0.67,0.67,0.67,0.67,+0.01,1
105/11/22,50000,33700,0.67,0.68,0.67,0.67,0.00,4
105/11/23,45000,30350,0.68,0.68,0.67,0.67,0.00,3
105/11/24,25000,16500,0.66,0.66,0.66,0.66,-0.01,2
105/11/25,37000,24030,0.65,0.65,0.64,0.65,-0.01,3
105/11/28,35000,22300,0.64,0.64,0.63,0.63,-0.02,3
105/11/29,30000,19050,0.63,0.64,0.63,0.64,+0.01,2
105/11/30,20000,12600,0.63,0.63,0.63,0.63,-0.01,2
105/12/01,88000,57220,0.64,0.66,0.64,0.66,+0.03,4
105/12/02,30000,19200,0.64,0.64,0.64,0.64,-0.02,1
105/12/05,10000,6200,0.62,0.62,0.62,0.62,-0.02,1
105/12/06,0,0,---,---,---,---,---,0
105/12/07,75000,45200,0.61,0.62,0.60,0.62,0.00,3
105/12/08,23000,14330,0.62,0.63,0.61,0.61,-0.01,3
105/12/09,50000,30600,0.62,0.62,0.61,0.61,0.00,2
105/12/12,312000,198240,0.60,0.67,0.60,0.66,+0.05,19
105/12/13,266000,175890,0.65,0.69,0.64,0.64,-0.02,20
105/12/14,125000,77220,0.63,0.63,0.60,0.62,-0.02,12
105/12/15,20000,12200,0.61,0.61,0.61,0.61,-0.01,1
105/12/16,93000,54170,0.60,0.60,0.57,0.57,-0.04,5
105/12/19,10000,5600,0.56,0.56,0.56,0.56,-0.01,1
105/12/20,60000,33500,0.56,0.56,0.55,0.55,-0.01,2
105/12/21,1000,550,0.55,0.55,0.55,0.55,0.00,1
105/12/22,20000,10600,0.53,0.53,0.53,0.53,-0.02,1
105/12/23,11000,5820,0.53,0.53,0.52,0.52,-0.01,2
105/12/26,2000,1000,0.50,0.50,0.50,0.50,-0.02,1
