105/09/29,0,0,---,---,---,---,---,0
105/09/30,489000,378480,0.77,0.78,0.77,0.77,-0.16,5
105/10/03,530000,418220,0.77,0.81,0.77,0.81,+0.04,5
105/10/04,41000,31980,0.78,0.78,0.78,0.78,-0.03,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,30000,21500,0.72,0.72,0.71,0.71,-0.07,2
105/10/07,210000,153600,0.73,0.76,0.73,0.76,+0.05,3
105/10/11,305000,197410,0.70,0.70,0.51,0.53,-0.23,15
105/10/12,913000,455010,0.50,0.50,0.49,0.49,-0.04,5
105/10/13,3564000,2105440,0.57,0.62,0.56,0.60,+0.11,39
105/10/14,2171000,1218480,0.57,0.60,0.53,0.53,-0.07,28
105/10/17,183000,92390,0.51,0.53,0.47,0.51,-0.02,9
105/10/18,591000,313050,0.50,0.54,0.50,0.52,+0.01,5
105/10/19,405000,223400,0.55,0.56,0.54,0.55,+0.03,6
105/10/20,73000,39720,0.56,0.56,0.53,0.54,-0.01,5
105/10/21,90000,51400,0.57,0.58,0.57,0.57,+0.03,4
105/10/24,9000,5130,0.57,0.57,0.57,0.57,0.00,1
105/10/25,610000,380330,0.60,0.64,0.60,0.64,+0.07,16
105/10/26,507000,296720,0.59,0.59,0.57,0.58,-0.06,7
105/10/27,63000,34520,0.56,0.56,0.54,0.54,-0.04,4
105/10/28,370000,185100,0.55,0.55,0.45,0.46,-0.08,6
105/10/31,268000,115440,0.43,0.45,0.43,0.45,-0.01,5
105/11/01,218000,98500,0.47,0.47,0.45,0.45,0.00,3
105/11/02,40000,17200,0.44,0.44,0.42,0.42,-0.03,3
105/11/03,69000,25640,0.38,0.38,0.36,0.36,-0.06,4
105/11/04,200000,72000,0.36,0.36,0.36,0.36,0.00,1
105/11/07,200000,65000,0.35,0.35,0.30,0.30,-0.06,2
105/11/08,522000,119540,0.26,0.26,0.22,0.23,-0.07,10
105/11/09,632000,111840,0.19,0.19,0.14,0.14,-0.09,12
105/11/10,170000,27000,0.15,0.16,0.15,0.16,+0.02,5
105/11/11,2180000,478590,0.14,0.24,0.14,0.23,+0.07,22
105/11/14,1634000,351120,0.23,0.25,0.19,0.24,+0.01,22
105/11/15,419000,84500,0.21,0.21,0.19,0.19,-0.05,13
105/11/16,225000,44400,0.20,0.20,0.19,0.20,+0.01,6
105/11/17,650000,131200,0.21,0.21,0.19,0.20,0.00,12
105/11/18,1685000,299200,0.21,0.21,0.16,0.19,-0.01,22
105/11/21,2772000,610800,0.20,0.30,0.20,0.29,+0.10,29
105/11/22,701000,200920,0.30,0.32,0.27,0.27,-0.02,32
105/11/23,404000,101400,0.27,0.27,0.24,0.25,-0.02,9
105/11/24,1303000,384080,0.26,0.30,0.26,0.29,+0.04,31
105/11/25,1732000,637290,0.28,0.58,0.28,0.58,+0.29,54
105/11/28,1835000,867810,0.47,0.50,0.45,0.48,-0.10,42
105/11/29,1006000,444780,0.44,0.45,0.42,0.45,-0.03,20
105/11/30,974000,477280,0.50,0.53,0.46,0.46,+0.01,22
105/12/01,353000,143830,0.44,0.44,0.39,0.43,-0.03,17
105/12/02,133000,60450,0.46,0.46,0.45,0.46,+0.03,9
105/12/05,2719000,1495350,0.48,0.62,0.47,0.59,+0.13,76
105/12/06,1705000,928160,0.59,0.59,0.50,0.53,-0.06,58
105/12/07,782000,434900,0.52,0.60,0.52,0.54,+0.01,34
105/12/08,731000,386200,0.55,0.56,0.50,0.51,-0.03,27
105/12/09,1122000,634060,0.54,0.61,0.53,0.57,+0.06,33
105/12/12,586000,320480,0.59,0.59,0.52,0.53,-0.04,21
105/12/13,1545000,921390,0.52,0.67,0.52,0.66,+0.13,49
105/12/14,998000,629560,0.67,0.67,0.60,0.62,-0.04,29
105/12/15,913000,598110,0.66,0.69,0.63,0.64,+0.02,26
105/12/16,1021000,675850,0.65,0.69,0.63,0.63,-0.01,18
105/12/19,650000,396030,0.64,0.67,0.57,0.57,-0.06,32
105/12/20,324000,173910,0.59,0.59,0.52,0.52,-0.05,18
105/12/21,753000,350080,0.50,0.51,0.45,0.45,-0.07,19
105/12/22,1410000,551660,0.43,0.43,0.36,0.37,-0.08,24
105/12/23,1075000,471250,0.41,0.46,0.41,0.46,+0.09,23
105/12/26,2665000,1448690,0.50,0.60,0.48,0.57,+0.11,79
105/12/27,1691000,894350,0.57,0.57,0.51,0.53,-0.04,42
105/12/28,1978000,1151400,0.53,0.61,0.52,0.55,+0.02,58
105/12/29,1067000,593030,0.52,0.58,0.51,0.52,-0.03,24
105/12/30,653000,320940,0.51,0.52,0.47,0.48,-0.04,16
106/01/03,202000,92360,0.47,0.48,0.45,0.45,-0.03,10
106/01/04,923000,373950,0.40,0.42,0.36,0.42,-0.03,20
106/01/05,671000,310880,0.43,0.49,0.43,0.48,+0.06,19
106/01/06,231000,104050,0.44,0.48,0.44,0.44,-0.04,12
106/01/09,923000,354220,0.41,0.42,0.35,0.36,-0.08,18
106/01/10,519000,177460,0.35,0.35,0.34,0.34,-0.02,9
106/01/11,250000,89110,0.36,0.36,0.34,0.35,+0.01,6
