105/10/04,0,0,---,---,---,---,---,0
105/10/05,126000,182780,1.53,1.53,1.38,1.41,-0.17,12
105/10/06,380000,534520,1.44,1.50,1.34,1.50,+0.09,19
105/10/07,251000,361440,1.44,1.45,1.41,1.44,-0.06,10
105/10/11,62000,74620,1.24,1.26,1.16,1.16,-0.28,7
105/10/12,745000,902290,1.15,1.28,1.15,1.28,+0.12,25
105/10/13,571000,674500,1.26,1.26,1.11,1.23,-0.05,21
105/10/14,228000,243540,1.13,1.14,0.96,1.01,-0.22,18
105/10/17,222000,220320,0.97,1.04,0.97,1.03,+0.02,12
105/10/18,242000,255480,1.04,1.12,1.00,1.12,+0.09,14
105/10/19,60000,68000,1.18,1.18,1.08,1.08,-0.04,4
105/10/20,0,0,---,---,---,---,---,0
105/10/21,11000,11550,1.05,1.05,1.05,1.05,+0.01,2
105/10/24,246000,270200,1.10,1.14,1.06,1.06,+0.01,11
105/10/25,286000,274300,0.97,1.00,0.95,0.99,-0.07,9
105/10/26,129000,129570,1.02,1.02,0.95,0.95,-0.04,6
105/10/27,50000,46000,0.93,0.93,0.90,0.90,-0.05,3
105/10/28,100000,84700,0.84,0.85,0.84,0.85,-0.05,6
105/10/31,60000,46900,0.78,0.79,0.75,0.75,-0.10,7
105/11/01,70000,54400,0.80,0.80,0.76,0.77,+0.02,7
105/11/02,82000,53620,0.68,0.68,0.58,0.58,-0.19,6
105/11/03,76000,42820,0.56,0.57,0.55,0.56,-0.02,6
105/11/04,199000,108590,0.54,0.57,0.52,0.52,-0.04,6
105/11/07,198000,114280,0.57,0.63,0.57,0.62,+0.10,8
105/11/08,23000,13600,0.60,0.60,0.59,0.59,-0.03,3
