105/08/24,662000,652340,0.95,1.18,0.87,1.18,+0.26,25
105/08/25,374000,433410,1.15,1.23,1.07,1.23,+0.05,12
105/08/26,0,0,---,---,---,---,---,0
105/08/29,248000,275470,1.12,1.16,1.00,1.11,-0.09,5
105/08/30,0,0,---,---,---,---,---,0
105/08/31,107000,140030,1.31,1.31,1.29,1.29,+0.06,2
105/09/01,101000,130570,1.28,1.33,1.25,1.25,-0.04,10
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,100000,112000,1.12,1.12,1.12,1.12,-0.11,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,233000,212030,0.91,0.91,0.91,0.91,-0.11,5
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
