105/08/24,315000,398200,1.29,1.30,1.19,1.21,-0.02,13
105/08/25,27000,31930,1.18,1.19,1.18,1.19,-0.02,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,9000,10620,1.18,1.18,1.18,1.18,-0.01,1
105/08/31,135000,175170,1.32,1.32,1.27,1.29,+0.11,5
105/09/01,166000,203310,1.20,1.25,1.20,1.25,-0.04,11
105/09/02,44000,52170,1.23,1.23,1.15,1.15,-0.10,3
105/09/05,564000,667800,1.20,1.20,1.17,1.18,+0.03,8
105/09/06,633000,754430,1.21,1.21,1.16,1.19,+0.01,12
105/09/07,107000,122420,1.17,1.17,1.13,1.13,-0.06,4
105/09/08,97000,111510,1.13,1.16,1.13,1.15,+0.02,5
105/09/09,20000,22480,1.14,1.14,1.12,1.12,-0.03,2
105/09/10,21000,23070,1.09,1.10,1.09,1.10,-0.02,3
105/09/12,80000,88800,1.11,1.11,1.11,1.11,+0.01,1
105/09/13,48000,50880,1.06,1.06,1.06,1.06,-0.05,1
105/09/14,13000,12650,0.95,0.98,0.95,0.98,-0.08,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,100000,98000,0.98,0.98,0.98,0.98,+0.01,1
105/09/21,305000,300900,0.98,1.01,0.97,1.01,+0.03,4
105/09/22,205000,207950,1.02,1.02,0.99,0.99,-0.02,3
105/09/23,5000,4900,0.98,0.98,0.98,0.98,-0.01,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,94000,83660,0.89,0.89,0.89,0.89,-0.03,1
105/10/03,94000,86480,0.92,0.92,0.92,0.92,+0.03,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,60000,34900,0.64,0.64,0.57,0.57,-0.09,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
