105/08/24,4000,10080,2.50,2.54,2.50,2.54,+0.04,2
105/08/25,162000,493470,2.94,3.10,2.94,3.10,+0.56,5
105/08/26,211000,648490,3.23,3.23,3.02,3.02,-0.08,4
105/08/29,2000,5880,2.96,2.96,2.92,2.92,-0.10,2
105/08/30,295000,927550,2.93,3.24,2.93,3.20,+0.28,4
105/08/31,101000,329380,3.38,3.38,3.26,3.26,+0.06,2
105/09/01,278000,872920,3.14,3.14,3.14,3.14,-0.12,3
105/09/02,3000,8430,2.81,2.81,2.81,2.81,-0.33,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,2000,5720,2.86,2.86,2.86,2.86,-0.28,1
105/09/10,2000,5380,2.69,2.69,2.69,2.69,-0.17,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,2000,5620,2.81,2.81,2.81,2.81,-0.02,1
105/09/14,4000,10220,2.62,2.62,2.49,2.49,-0.32,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,2000,6100,3.05,3.05,3.05,3.05,+0.28,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,1000,2980,2.98,2.98,2.98,2.98,-0.07,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,16000,54880,3.43,3.43,3.43,3.43,+0.04,1
105/10/03,10000,34500,3.45,3.45,3.45,3.45,+0.02,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
