105/11/21,0,0,---,---,---,---,---,0
105/11/22,1264000,1398150,1.02,1.19,1.02,1.12,+0.16,27
105/11/23,2023000,2340750,1.14,1.24,1.08,1.17,+0.05,29
105/11/24,726000,850870,1.17,1.18,1.14,1.18,+0.01,12
105/11/25,50000,59500,1.19,1.19,1.19,1.19,+0.01,1
105/11/28,135000,156750,1.14,1.17,1.13,1.17,-0.02,3
105/11/29,214000,234260,1.10,1.10,1.09,1.09,-0.08,4
105/11/30,105000,94650,0.93,0.93,0.90,0.90,-0.19,2
105/12/01,412000,380100,0.91,0.96,0.91,0.92,+0.02,10
105/12/02,417000,354290,0.86,0.87,0.83,0.84,-0.08,10
105/12/05,2000,1800,0.90,0.90,0.90,0.90,+0.06,1
105/12/06,12000,10800,0.90,0.90,0.90,0.90,0.00,2
105/12/07,199000,175120,0.88,0.88,0.88,0.88,-0.02,2
