105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,252000,242920,0.97,0.97,0.95,0.95,-0.03,6
105/11/29,358000,315330,0.87,0.90,0.87,0.90,-0.05,4
105/11/30,106000,97360,0.92,0.92,0.91,0.91,+0.01,2
105/12/01,259000,247960,0.91,1.01,0.91,1.01,+0.10,4
105/12/02,413000,431350,1.03,1.06,1.03,1.06,+0.05,6
105/12/05,184000,195810,1.07,1.07,1.06,1.07,+0.01,4
105/12/06,5000,5400,1.08,1.08,1.08,1.08,+0.01,1
105/12/07,10000,12000,1.20,1.20,1.20,1.20,+0.12,2
105/12/08,338000,412640,1.21,1.27,1.16,1.16,-0.04,11
105/12/09,333000,390060,1.18,1.18,1.12,1.12,-0.04,7
105/12/12,18000,21460,1.17,1.22,1.17,1.22,+0.10,2
105/12/13,712000,900540,1.24,1.31,1.17,1.18,-0.04,21
105/12/14,1395000,1763130,1.23,1.32,1.22,1.26,+0.08,31
105/12/15,1781000,2327910,1.23,1.35,1.23,1.35,+0.09,39
105/12/16,1520000,2246220,1.43,1.69,1.41,1.65,+0.30,45
105/12/19,18000,27300,1.51,1.57,1.51,1.51,-0.14,3
105/12/20,22000,34100,1.48,1.65,1.48,1.60,+0.09,4
105/12/21,20000,32300,1.63,1.63,1.60,1.60,0.00,2
105/12/22,78000,108070,1.45,1.45,1.31,1.31,-0.29,8
