105/08/24,511000,486290,0.86,1.12,0.84,1.12,+0.24,12
105/08/25,579000,672310,1.23,1.23,1.12,1.12,0.00,10
105/08/26,706000,853060,1.14,1.26,1.13,1.18,+0.06,7
105/08/29,595000,678520,1.15,1.18,1.09,1.16,-0.02,12
105/08/30,205000,249460,1.16,1.33,1.16,1.33,+0.17,6
105/08/31,290000,372200,1.27,1.31,1.26,1.26,-0.07,5
105/09/01,350000,414000,1.17,1.20,1.17,1.20,-0.06,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,56000,66080,1.18,1.18,1.18,1.18,+0.02,1
105/09/06,256000,298960,1.16,1.17,1.16,1.17,-0.01,2
105/09/07,42000,49980,1.19,1.19,1.19,1.19,+0.02,1
105/09/08,42000,49560,1.18,1.18,1.18,1.18,-0.01,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,134000,157440,1.14,1.18,1.14,1.18,+0.04,3
105/09/12,534000,640440,1.19,1.23,1.15,1.23,+0.05,8
105/09/13,1214000,1606160,1.23,1.45,1.21,1.39,+0.16,25
105/09/14,820000,1125920,1.31,1.41,1.31,1.41,+0.02,20
105/09/19,2000,2900,1.45,1.45,1.45,1.45,+0.04,1
105/09/20,34000,51920,1.52,1.54,1.51,1.51,+0.06,4
105/09/21,40000,59400,1.49,1.50,1.45,1.45,-0.06,4
105/09/22,129000,197910,1.47,1.57,1.47,1.48,+0.03,10
105/09/23,107000,158050,1.47,1.51,1.47,1.51,+0.03,5
105/09/26,10000,15300,1.53,1.53,1.53,1.53,+0.02,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,160000,257500,1.58,1.62,1.58,1.62,+0.15,6
105/10/03,140000,229400,1.60,1.83,1.57,1.83,+0.21,9
105/10/04,30000,56600,1.87,1.92,1.87,1.92,+0.09,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,50000,70100,1.42,1.48,1.39,1.39,-0.20,3
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,10000,15400,1.54,1.54,1.54,1.54,0.00,1
105/10/20,110000,186900,1.80,1.80,1.68,1.69,+0.15,4
105/10/21,100000,173000,1.73,1.73,1.73,1.73,+0.04,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,98000,119460,1.21,1.22,1.21,1.22,0.00,6
105/11/14,10000,11700,1.17,1.17,1.17,1.17,-0.05,1
105/11/15,0,0,---,---,---,---,---,0
105/11/16,10000,11000,1.10,1.10,1.10,1.10,+0.02,1
105/11/17,128000,142960,1.10,1.12,1.10,1.11,+0.01,7
105/11/18,118000,134820,1.15,1.15,1.14,1.14,+0.03,3
105/11/21,40000,47100,1.15,1.20,1.15,1.20,+0.06,4
