105/11/04,0,0,---,---,---,---,---,0
105/11/07,985000,758700,0.76,0.78,0.75,0.78,-0.02,18
105/11/08,985000,792250,0.79,0.81,0.79,0.81,+0.03,10
105/11/09,0,0,---,---,---,---,---,0
105/11/10,33000,28050,0.85,0.85,0.85,0.85,-0.09,4
105/11/11,48000,42380,0.91,0.92,0.87,0.87,+0.02,5
105/11/14,20000,18450,0.93,0.93,0.92,0.92,+0.05,2
105/11/15,9000,7470,0.83,0.83,0.83,0.83,-0.09,2
105/11/16,92000,80460,0.83,0.89,0.83,0.87,+0.04,9
105/11/17,631000,583350,0.88,0.94,0.88,0.94,+0.07,17
105/11/18,338000,296980,0.90,0.90,0.87,0.87,-0.07,11
105/11/21,204000,175520,0.89,0.89,0.86,0.87,0.00,5
105/11/22,7000,5820,0.84,0.84,0.83,0.83,-0.04,3
105/11/23,140000,117380,0.82,0.84,0.82,0.83,0.00,3
105/11/24,124000,104400,0.84,0.85,0.84,0.85,+0.02,3
105/11/25,11000,9360,0.84,0.86,0.84,0.86,+0.01,2
105/11/28,20000,16600,0.83,0.83,0.83,0.83,-0.03,1
105/11/29,2000,1660,0.83,0.83,0.83,0.83,0.00,1
105/11/30,6000,4740,0.79,0.79,0.79,0.79,-0.04,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,119000,99340,0.82,0.84,0.82,0.84,+0.04,7
105/12/05,40000,33050,0.83,0.83,0.82,0.83,-0.01,4
105/12/06,5000,4100,0.82,0.82,0.82,0.82,-0.01,1
105/12/07,51000,40340,0.80,0.80,0.78,0.79,-0.03,6
105/12/08,5000,3850,0.77,0.77,0.77,0.77,-0.02,1
105/12/09,43000,30730,0.71,0.72,0.70,0.72,-0.05,5
105/12/12,113000,84780,0.75,0.76,0.75,0.75,+0.03,3
105/12/13,52000,38660,0.76,0.76,0.72,0.73,-0.02,4
105/12/14,64000,42490,0.69,0.69,0.64,0.64,-0.09,10
105/12/15,39000,24870,0.63,0.65,0.63,0.65,+0.01,6
105/12/16,166000,102860,0.61,0.63,0.60,0.63,-0.02,7
105/12/19,229000,143150,0.61,0.66,0.61,0.66,+0.03,14
105/12/20,163000,109560,0.65,0.68,0.65,0.68,+0.02,11
105/12/21,325000,207170,0.66,0.67,0.62,0.65,-0.03,14
