105/08/24,10000,6100,0.61,0.61,0.61,0.61,+0.05,1
105/08/25,60000,31800,0.53,0.53,0.53,0.53,-0.08,2
105/08/26,1309000,689580,0.51,0.53,0.51,0.53,0.00,12
105/08/29,1201000,636470,0.54,0.54,0.51,0.51,-0.02,7
105/08/30,0,0,---,---,---,---,---,0
105/08/31,29000,16050,0.55,0.56,0.55,0.56,+0.05,2
105/09/01,29000,16530,0.57,0.57,0.57,0.57,+0.01,1
105/09/02,14000,7700,0.55,0.55,0.55,0.55,-0.02,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,470000,268340,0.53,0.68,0.53,0.64,+0.12,12
105/09/08,775000,459040,0.60,0.67,0.55,0.67,+0.03,15
105/09/09,418000,265370,0.64,0.64,0.60,0.63,-0.04,6
105/09/10,10000,5900,0.59,0.59,0.59,0.59,-0.04,1
105/09/12,29000,18160,0.64,0.64,0.60,0.60,+0.01,3
105/09/13,19000,11020,0.58,0.58,0.58,0.58,-0.02,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,5500,0.55,0.55,0.55,0.55,+0.07,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,10000,4500,0.45,0.45,0.45,0.45,-0.04,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,36000,16200,0.45,0.45,0.45,0.45,0.00,2
105/09/29,153000,87150,0.56,0.58,0.55,0.58,+0.13,10
105/09/30,251000,144380,0.55,0.60,0.55,0.58,0.00,10
105/10/03,999000,713510,0.64,0.74,0.64,0.68,+0.10,32
105/10/04,1181000,792640,0.67,0.70,0.64,0.68,0.00,30
105/10/05,261000,170240,0.64,0.69,0.64,0.69,+0.01,7
105/10/06,28000,19820,0.74,0.74,0.65,0.65,-0.04,2
105/10/07,15000,9050,0.62,0.62,0.57,0.57,-0.08,2
105/10/11,7000,3710,0.58,0.58,0.51,0.51,-0.06,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
