105/10/17,0,0,---,---,---,---,---,0
105/10/18,1000,1120,1.12,1.12,1.12,1.12,-0.04,1
105/10/19,339000,361230,1.12,1.16,1.04,1.15,+0.03,8
105/10/20,724000,928380,1.21,1.30,1.21,1.24,+0.09,14
105/10/21,569000,710710,1.23,1.28,1.23,1.23,-0.01,10
105/10/24,27000,33430,1.23,1.24,1.23,1.24,+0.01,2
105/10/25,161000,194590,1.20,1.21,1.20,1.21,-0.03,5
105/10/26,226000,278870,1.26,1.26,1.20,1.20,-0.01,5
105/10/27,1221000,1480440,1.20,1.25,1.18,1.23,+0.03,22
105/10/28,877000,1051500,1.22,1.23,1.17,1.17,-0.06,27
105/10/31,258000,280340,1.10,1.11,1.07,1.11,-0.06,5
105/11/01,0,0,---,---,---,---,---,0
105/11/02,323000,340670,1.06,1.10,1.03,1.03,-0.07,6
105/11/03,1406000,1573080,1.10,1.15,1.08,1.11,+0.08,34
105/11/04,631000,688360,1.11,1.11,1.07,1.08,-0.03,28
105/11/07,347000,384370,1.11,1.11,1.10,1.11,+0.03,16
105/11/08,1352000,1638460,1.23,1.24,1.18,1.20,+0.09,34
105/11/09,1585000,1792520,1.17,1.17,0.94,0.95,-0.25,31
105/11/10,1059000,1204750,1.13,1.15,1.12,1.14,+0.19,16
105/11/11,1063000,1118750,1.06,1.07,1.04,1.06,-0.08,12
105/11/14,23000,23860,1.05,1.06,1.00,1.06,0.00,7
105/11/15,102000,107600,1.05,1.07,1.04,1.05,-0.01,4
105/11/16,151000,159760,1.07,1.07,1.01,1.01,-0.04,7
105/11/17,4000,3990,0.99,1.00,0.99,1.00,-0.01,3
105/11/18,783000,876860,1.09,1.15,1.09,1.10,+0.10,24
105/11/21,1400000,1603580,1.14,1.18,1.11,1.16,+0.06,40
105/11/22,1120000,1329740,1.21,1.23,1.15,1.16,0.00,38
105/11/23,1672000,2068070,1.22,1.29,1.20,1.22,+0.06,66
105/11/24,3211000,4235550,1.18,1.44,1.17,1.39,+0.17,91
105/11/25,1271000,1792740,1.45,1.47,1.30,1.32,-0.07,72
105/11/28,2697000,4016370,1.37,1.62,1.37,1.48,+0.16,92
105/11/29,1840000,2730100,1.52,1.52,1.42,1.49,+0.01,58
105/11/30,995000,1462540,1.50,1.51,1.43,1.43,-0.06,29
105/12/01,2591000,3982910,1.55,1.60,1.42,1.43,0.00,81
105/12/02,2644000,3594830,1.35,1.39,1.30,1.38,-0.05,61
105/12/05,1262000,1733370,1.42,1.42,1.35,1.39,+0.01,18
105/12/06,1449000,2030920,1.42,1.42,1.38,1.38,-0.01,20
105/12/07,1071000,1431810,1.44,1.44,1.31,1.32,-0.06,20
