105/08/24,1,10,---,---,---,---,---,1
105/08/25,5004,51640,10.30,10.40,10.20,10.20,+0.56,8
105/08/26,3000,30600,10.20,10.20,10.20,10.20,0.00,2
105/08/29,4023,41107,10.30,10.30,10.15,10.15,-0.05,25
105/08/30,2800,27831,10.00,10.00,10.00,10.00,-0.15,14
105/08/31,1004,10040,10.00,10.00,10.00,10.00,0.00,5
105/09/01,15785,155150,9.80,9.90,9.63,9.63,-0.37,8
105/09/02,14000,135150,9.63,9.70,9.63,9.70,+0.07,6
105/09/05,6000,60140,10.20,10.20,9.90,9.97,+0.27,3
105/09/06,0,0,---,---,---,---,---,0
105/09/07,19000,183840,9.80,9.80,9.63,9.70,-0.27,6
105/09/08,3400,33620,9.70,10.00,9.70,10.00,+0.30,4
105/09/09,4001,40010,10.00,10.00,10.00,10.00,0.00,2
105/09/10,16482,169864,10.00,10.50,10.00,10.50,+0.50,11
105/09/12,64009,739303,11.55,11.55,11.55,11.55,+1.05,21
105/09/13,7000,88900,12.70,12.70,12.70,12.70,+1.15,6
105/09/14,1298,18032,13.95,13.95,13.95,13.95,+1.25,3
105/09/19,163450,2490000,15.20,15.30,15.20,15.30,+1.35,106
105/09/20,257142,4158885,16.20,16.80,15.40,15.60,+0.30,128
105/09/21,57840,883150,15.60,16.00,15.00,15.20,-0.40,49
105/09/22,51200,780970,15.95,15.95,14.85,14.85,-0.35,37
105/09/23,73647,1043998,14.75,14.75,13.90,13.90,-0.95,57
105/09/26,64800,923610,14.45,14.50,13.95,14.00,+0.10,52
105/09/29,17223,236138,13.60,13.85,13.60,13.60,-0.40,17
105/09/30,15200,205120,13.50,13.50,13.40,13.50,-0.10,11
105/10/03,53855,784096,13.75,14.85,13.75,14.85,+1.35,38
105/10/04,103308,1599162,14.55,16.30,14.55,15.30,+0.45,79
105/10/05,57600,894100,15.10,15.90,15.10,15.80,+0.50,42
105/10/06,42000,659700,15.95,15.95,15.35,15.85,+0.05,27
105/10/07,19000,292150,15.55,15.55,15.15,15.35,-0.50,16
105/10/11,18200,275149,15.40,15.40,14.80,14.80,-0.55,18
105/10/12,38040,582456,14.50,15.60,14.50,15.50,+0.70,30
105/10/13,41001,639915,15.55,15.85,15.50,15.80,+0.30,21
105/10/14,112812,1870238,16.00,17.35,15.85,17.35,+1.55,64
105/10/17,241864,4545757,18.50,19.05,18.50,19.05,+1.70,67
105/10/18,309018,6270645,20.40,20.60,19.50,20.05,+1.00,173
105/10/19,533490,11412384,20.25,22.05,19.50,22.05,+2.00,194
105/10/20,341233,8119034,23.80,24.25,22.15,24.25,+2.20,189
105/10/21,353605,9298262,25.20,26.65,24.50,26.65,+2.40,215
105/10/24,120773,2976209,24.30,25.90,24.30,24.40,-2.25,92
105/10/25,65640,1631581,23.20,25.60,23.20,25.60,+1.20,49
105/10/26,111450,3129095,26.00,28.15,26.00,28.15,+2.55,52
105/10/27,25527,684929,26.65,27.00,26.50,27.00,-1.15,27
105/10/28,14480,392260,27.50,27.50,27.00,27.00,0.00,12
105/10/31,17040,432008,27.00,27.00,24.60,26.45,-0.55,17
105/11/01,18200,470800,25.00,27.00,25.00,27.00,+0.55,14
105/11/02,10800,268110,24.60,25.95,24.60,25.95,-1.05,5
105/11/03,49300,1218100,24.10,25.00,24.10,25.00,-0.95,31
105/11/04,93400,2103100,22.50,22.65,22.50,22.50,-2.50,44
105/11/07,35600,734850,20.50,21.15,20.50,21.00,-1.50,23
105/11/08,21000,477899,22.50,23.10,22.50,23.10,+2.10,21
105/11/09,11000,242100,22.00,22.10,21.90,22.00,-1.10,6
105/11/10,111023,2682355,22.70,24.20,22.70,24.20,+2.20,58
105/11/11,78050,2062778,26.00,26.60,24.60,26.60,+2.40,58
105/11/14,95405,2609210,26.40,29.20,26.40,27.20,+0.60,75
105/11/15,64533,1671096,25.60,26.95,25.60,26.95,-0.25,51
105/11/16,21400,558080,27.25,27.25,25.65,26.00,-0.95,21
105/11/17,78021,1951255,25.70,25.70,24.10,24.10,-1.90,47
105/11/18,34000,813100,24.00,24.45,23.00,24.10,0.00,31
