105/08/24,309000,222480,0.72,0.72,0.72,0.72,0.00,3
105/08/25,299000,210300,0.71,0.71,0.70,0.70,-0.02,3
105/08/26,0,0,---,---,---,---,---,0
105/08/29,100000,71000,0.71,0.71,0.71,0.71,+0.01,1
105/08/30,100000,69000,0.69,0.69,0.69,0.69,-0.02,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,495000,347950,0.69,0.72,0.68,0.71,+0.05,7
105/09/05,892000,629210,0.69,0.73,0.68,0.72,+0.01,11
105/09/06,1893000,1285180,0.69,0.69,0.66,0.67,-0.05,25
105/09/07,271000,183150,0.80,0.80,0.65,0.66,-0.01,10
105/09/08,100000,61900,0.62,0.62,0.61,0.61,-0.05,2
105/09/09,40000,25050,0.63,0.63,0.62,0.62,+0.01,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,99000,65340,0.66,0.66,0.66,0.66,+0.01,2
105/09/13,99000,61680,0.62,0.64,0.62,0.64,-0.02,2
105/09/14,103000,67860,0.66,0.66,0.65,0.65,+0.01,2
105/09/19,290000,189580,0.64,0.66,0.64,0.66,+0.01,2
105/09/20,199000,127360,0.64,0.64,0.64,0.64,-0.02,1
105/09/21,50000,29500,0.59,0.59,0.59,0.59,-0.05,1
105/09/22,244000,126880,0.52,0.52,0.52,0.52,-0.07,3
105/09/23,0,0,---,---,---,---,---,0
105/09/26,137000,76720,0.56,0.56,0.56,0.56,+0.04,1
105/09/29,302000,167350,0.54,0.58,0.54,0.58,+0.02,4
105/09/30,155000,90850,0.59,0.59,0.56,0.56,-0.02,2
105/10/03,71000,39900,0.54,0.58,0.54,0.58,+0.02,4
105/10/04,100000,56000,0.56,0.56,0.56,0.56,-0.02,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,230000,117300,0.52,0.52,0.50,0.50,-0.05,5
105/10/07,70000,43500,0.61,0.65,0.61,0.65,+0.15,2
105/10/11,235000,171230,0.71,0.74,0.71,0.74,+0.09,17
105/10/12,65000,46100,0.74,0.74,0.69,0.70,-0.04,5
105/10/13,985000,669800,0.68,0.68,0.68,0.68,-0.02,10
105/10/14,5000,3650,0.73,0.73,0.73,0.73,+0.05,1
105/10/17,10000,7500,0.75,0.75,0.75,0.75,+0.02,1
105/10/18,20000,14200,0.71,0.71,0.71,0.71,-0.04,2
105/10/19,100000,65000,0.65,0.65,0.65,0.65,-0.06,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
