105/08/24,659000,920530,1.64,1.64,1.37,1.37,-0.36,11
105/08/25,1029000,1503830,1.36,1.80,1.29,1.80,+0.43,19
105/08/26,882000,1296970,1.47,1.58,1.39,1.41,-0.39,16
105/08/29,800000,836340,1.15,1.15,0.98,0.98,-0.43,19
105/08/30,1915000,2017400,1.11,1.15,0.88,0.98,0.00,45
105/08/31,753000,315220,0.50,0.50,0.38,0.40,-0.58,29
105/09/01,566000,148860,0.28,0.36,0.24,0.36,-0.04,17
105/09/02,52000,12350,0.27,0.27,0.20,0.25,-0.11,6
105/09/05,5034000,798590,0.18,0.24,0.14,0.15,-0.10,129
105/09/06,1958000,212370,0.13,0.13,0.10,0.11,-0.04,60
105/09/07,3016000,305260,0.10,0.12,0.09,0.12,+0.01,82
105/09/08,5072000,1249890,0.13,0.40,0.12,0.34,+0.22,232
105/09/09,3432000,1060070,0.38,0.38,0.17,0.25,-0.09,173
105/09/10,3833000,496660,0.14,0.15,0.11,0.12,-0.13,100
105/09/12,889000,94410,0.12,0.12,0.09,0.10,-0.02,40
105/09/13,1490000,153520,0.12,0.12,0.09,0.10,0.00,40
105/09/14,2163000,180130,0.11,0.11,0.07,0.09,-0.01,38
105/09/19,570000,59710,0.07,0.11,0.07,0.11,+0.02,32
105/09/20,253000,22480,0.12,0.12,0.08,0.10,-0.01,12
105/09/21,195000,15700,0.10,0.10,0.08,0.08,-0.02,4
105/09/22,354000,22880,0.06,0.08,0.06,0.08,0.00,15
105/09/23,1118000,82180,0.06,0.08,0.06,0.07,-0.01,27
105/09/26,952000,38100,0.04,0.05,0.04,0.04,-0.03,17
105/09/29,441000,22050,0.05,0.05,0.05,0.05,+0.01,9
105/09/30,335000,10050,0.03,0.03,0.03,0.03,-0.02,5
105/10/03,999000,10090,0.01,0.02,0.01,0.02,-0.01,20
105/10/04,500000,10000,0.02,0.02,0.02,0.02,0.00,6
105/10/05,419000,8720,0.02,0.07,0.02,0.02,0.00,15
105/10/06,3000,80,0.03,0.03,0.02,0.02,0.00,3
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,10000,500,0.05,0.05,0.05,0.05,+0.03,10
105/10/17,4000,160,0.04,0.04,0.04,0.04,-0.01,4
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,2000,60,0.03,0.03,0.03,0.03,-0.01,2
105/10/21,0,0,---,---,---,---,---,0
105/10/24,5000,100,0.02,0.02,0.02,0.02,-0.01,5
105/10/25,5000,50,0.01,0.01,0.01,0.01,-0.01,5
105/10/26,6000,60,0.01,0.01,0.01,0.01,0.00,6
105/10/27,16000,160,0.01,0.01,0.01,0.01,0.00,16
105/10/28,329000,3290,0.01,0.01,0.01,0.01,0.00,3
105/10/31,0,0,---,---,---,---,---,0
105/11/01,3000,30,0.01,0.01,0.01,0.01,0.00,3
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
