105/08/24,15000,9850,0.67,0.67,0.65,0.65,-0.01,2
105/08/25,108000,68980,0.65,0.65,0.62,0.62,-0.03,3
105/08/26,0,0,---,---,---,---,---,0
105/08/29,95000,60450,0.63,0.66,0.63,0.64,+0.02,6
105/08/30,0,0,---,---,---,---,---,0
105/08/31,80000,47050,0.59,0.59,0.58,0.58,-0.04,4
105/09/01,527000,321890,0.62,0.66,0.58,0.61,+0.03,14
105/09/02,417000,247460,0.60,0.61,0.58,0.59,-0.02,8
105/09/05,249000,151740,0.59,0.64,0.59,0.64,+0.05,5
105/09/06,246000,146840,0.59,0.60,0.58,0.58,-0.06,4
105/09/07,115000,63350,0.56,0.56,0.53,0.54,-0.04,6
105/09/08,424000,229400,0.54,0.56,0.54,0.54,0.00,4
105/09/09,472000,249880,0.54,0.54,0.52,0.52,-0.02,4
105/09/10,0,0,---,---,---,---,---,0
105/09/12,50000,21000,0.42,0.42,0.42,0.42,-0.05,1
105/09/13,55000,20500,0.40,0.40,0.37,0.37,-0.05,2
105/09/14,105000,35750,0.34,0.35,0.34,0.34,-0.03,3
105/09/19,13000,4680,0.36,0.36,0.36,0.36,+0.02,1
105/09/20,59000,23320,0.34,0.43,0.34,0.40,+0.04,5
105/09/21,578000,257110,0.43,0.46,0.43,0.44,+0.04,8
105/09/22,389000,169910,0.45,0.45,0.42,0.43,-0.01,8
105/09/23,0,0,---,---,---,---,---,0
105/09/26,334000,160320,0.46,0.49,0.46,0.49,+0.06,10
105/09/29,294000,131100,0.45,0.46,0.41,0.45,-0.04,9
105/09/30,2000,840,0.42,0.42,0.42,0.42,-0.03,1
105/10/03,85000,38100,0.44,0.46,0.44,0.45,+0.03,4
105/10/04,51000,21480,0.42,0.43,0.42,0.43,-0.02,2
105/10/05,100000,42000,0.42,0.42,0.42,0.42,-0.01,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,370000,114800,0.31,0.32,0.31,0.32,-0.03,4
105/10/12,450000,144500,0.31,0.33,0.31,0.33,+0.01,4
105/10/13,190000,58900,0.31,0.31,0.31,0.31,-0.02,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,45000,13900,0.31,0.31,0.30,0.30,0.00,2
105/10/19,15000,4600,0.30,0.31,0.30,0.31,+0.01,2
105/10/20,50000,15000,0.30,0.30,0.30,0.30,-0.01,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,4000,1040,0.26,0.26,0.26,0.26,-0.02,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,10000,2300,0.23,0.23,0.23,0.23,-0.02,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,30000,5100,0.17,0.17,0.17,0.17,-0.05,1
105/11/01,15000,2150,0.15,0.15,0.14,0.14,-0.03,2
105/11/02,5000,650,0.13,0.13,0.13,0.13,-0.01,1
105/11/03,10000,1050,0.11,0.11,0.10,0.10,-0.03,2
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,10000,1200,0.12,0.12,0.12,0.12,-0.01,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,5000,700,0.14,0.14,0.14,0.14,+0.03,1
105/11/11,0,0,---,---,---,---,---,0
