105/08/24,8064,72016,9.01,9.01,8.86,8.87,-0.12,42
105/08/25,10037,89180,8.99,9.00,8.90,8.90,+0.03,41
105/08/26,14413,127940,8.85,8.90,8.85,8.90,0.00,50
105/08/29,40107,354631,8.95,8.95,8.77,8.77,-0.13,113
105/08/30,25205,221085,8.76,8.87,8.75,8.75,-0.02,134
105/08/31,24090,210014,8.70,8.85,8.70,8.85,+0.10,74
105/09/01,21051,186189,8.86,8.86,8.80,8.80,-0.05,8
105/09/02,6003,51794,8.60,8.64,8.60,8.63,-0.17,7
105/09/05,14007,121006,8.60,8.65,8.60,8.65,+0.02,13
105/09/06,13304,116710,8.85,8.85,8.70,8.70,+0.05,15
105/09/07,6061,52928,8.70,8.80,8.70,8.80,+0.10,7
105/09/08,12701,112545,8.64,8.94,8.64,8.93,+0.13,13
105/09/09,10412,91568,8.85,8.90,8.78,8.78,-0.15,16
105/09/10,25634,227804,8.76,8.95,8.76,8.92,+0.14,18
105/09/12,43006,380938,8.92,8.92,8.75,8.79,-0.13,16
105/09/13,35259,309063,8.76,8.77,8.75,8.75,-0.04,12
105/09/14,1004,8642,8.61,8.61,8.61,8.61,-0.14,5
105/09/19,3,22,---,---,---,---,---,2
105/09/20,13031,114246,9.21,9.21,8.70,8.80,+0.10,12
105/09/21,43983,387485,8.76,9.15,8.74,8.95,+0.15,29
105/09/22,23486,206971,8.80,9.13,8.75,9.13,+0.18,21
105/09/23,15001,133656,8.79,9.07,8.79,8.90,-0.23,10
105/09/26,17412,153439,8.79,8.88,8.79,8.88,-0.02,31
105/09/29,11064,97206,8.75,8.79,8.75,8.79,-0.09,5
105/09/30,5004,44112,8.56,8.90,8.56,8.90,+0.11,9
105/10/03,9339,83283,9.00,9.00,8.91,8.95,+0.05,13
105/10/04,7443,65846,8.85,8.85,8.85,8.85,-0.10,7
105/10/05,17814,156990,8.85,8.92,8.65,8.75,-0.10,14
105/10/06,13126,114875,8.76,8.76,8.75,8.75,0.00,7
105/10/07,5128,44863,8.75,8.75,8.75,8.75,0.00,2
105/10/11,1029,8882,8.64,8.64,8.64,8.64,-0.11,14
105/10/12,23016,197175,8.60,8.86,8.50,8.58,-0.06,20
105/10/13,3549,29916,8.36,8.47,8.36,8.47,-0.11,4
105/10/14,2003,16844,8.41,8.41,8.41,8.41,-0.06,4
105/10/17,2516,20929,8.25,8.40,8.25,8.40,-0.01,13
105/10/18,1320,10903,8.28,8.28,8.28,8.28,-0.12,3
105/10/19,2047,17174,8.27,8.51,8.27,8.51,+0.23,5
105/10/20,20004,170232,8.60,8.60,8.42,8.51,0.00,12
105/10/21,56429,439034,7.68,8.20,7.68,8.15,-0.36,23
105/10/24,6494,54996,8.50,8.50,8.47,8.47,+0.32,10
105/10/25,15030,126078,8.47,8.47,8.38,8.40,-0.07,13
105/10/26,4002,33616,8.40,8.40,8.40,8.40,0.00,4
105/10/27,237,1896,---,---,---,---,---,2
105/10/28,4,32,---,---,---,---,---,4
105/10/31,32,260,---,---,---,---,---,5
105/11/01,5019,40972,8.40,8.40,8.00,8.27,-0.04,14
105/11/02,32014,254115,7.89,7.97,7.88,7.97,-0.30,18
105/11/03,12012,96771,8.04,8.20,8.01,8.20,+0.23,13
