105/12/01,0,0,---,---,---,---,---,0
105/12/02,2045000,1529920,0.70,0.82,0.70,0.80,+0.14,44
105/12/05,2286000,1812490,0.79,0.90,0.76,0.84,+0.04,41
105/12/06,1354000,1136680,0.84,0.87,0.81,0.86,+0.02,15
105/12/07,277000,236750,0.87,0.88,0.81,0.81,-0.05,13
105/12/08,675000,480700,0.82,0.82,0.68,0.69,-0.12,25
105/12/09,583000,428140,0.70,0.74,0.70,0.70,+0.01,4
105/12/12,210000,131820,0.68,0.68,0.60,0.60,-0.10,12
105/12/13,286000,177470,0.65,0.65,0.58,0.58,-0.02,9
105/12/14,422000,249750,0.60,0.61,0.57,0.58,0.00,14
105/12/15,53000,29910,0.58,0.58,0.55,0.57,-0.01,4
