105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,88000,134640,1.53,1.53,1.53,1.53,+0.11,3
105/10/26,988000,1770740,1.62,1.98,1.62,1.98,+0.45,21
105/10/27,964000,1732360,1.93,1.95,1.72,1.88,-0.10,33
105/10/28,40000,73550,1.93,1.93,1.80,1.85,-0.03,4
105/10/31,121000,224020,1.79,1.91,1.79,1.91,+0.06,9
105/11/01,252000,505010,1.95,2.10,1.95,2.10,+0.19,21
105/11/02,141000,266990,1.91,1.94,1.71,1.76,-0.34,9
105/11/03,173000,277720,1.59,1.75,1.58,1.72,-0.04,13
105/11/04,57000,100650,1.76,1.84,1.76,1.84,+0.12,3
105/11/07,356000,657660,1.81,1.89,1.81,1.85,+0.01,14
105/11/08,274000,495330,1.88,1.88,1.64,1.70,-0.15,17
105/11/09,162000,250510,1.69,1.69,1.40,1.40,-0.30,8
105/11/10,84000,135290,1.61,1.81,1.58,1.81,+0.41,11
105/11/11,110000,172980,1.67,1.67,1.46,1.59,-0.22,9
105/11/14,106000,150580,1.42,1.49,1.39,1.40,-0.19,10
