105/08/24,632000,616900,0.96,1.02,0.95,0.97,+0.10,53
105/08/25,397000,372860,0.92,0.96,0.92,0.93,-0.04,24
105/08/26,306000,283600,0.92,0.96,0.90,0.90,-0.03,10
105/08/29,309000,251180,0.83,0.84,0.79,0.80,-0.10,16
105/08/30,190000,153970,0.81,0.84,0.78,0.80,0.00,15
105/08/31,95000,72250,0.77,0.77,0.73,0.77,-0.03,6
105/09/01,293000,236030,0.77,0.86,0.77,0.86,+0.09,13
105/09/02,490000,350040,0.77,0.77,0.69,0.69,-0.17,37
105/09/05,579000,381680,0.69,0.70,0.59,0.65,-0.04,24
105/09/06,1418000,1058950,0.67,0.83,0.67,0.80,+0.15,51
105/09/07,718000,534590,0.74,0.77,0.72,0.76,-0.04,30
105/09/08,715000,565960,0.73,0.82,0.73,0.77,+0.01,24
105/09/09,760000,560150,0.74,0.77,0.71,0.71,-0.06,16
105/09/10,1642000,841890,0.52,0.56,0.42,0.48,-0.23,45
105/09/12,756000,352600,0.25,0.49,0.25,0.46,-0.02,20
105/09/13,1081000,428690,0.51,0.51,0.28,0.28,-0.18,43
105/09/14,2519000,555890,0.31,0.31,0.19,0.20,-0.08,84
105/09/19,647000,135670,0.21,0.23,0.18,0.23,+0.03,29
105/09/20,2986000,447440,0.19,0.21,0.14,0.15,-0.08,51
105/09/21,935000,145200,0.14,0.17,0.14,0.16,+0.01,42
105/09/22,2243000,219610,0.12,0.12,0.07,0.10,-0.06,45
105/09/23,1807000,161050,0.08,0.14,0.07,0.13,+0.03,63
105/09/26,618000,72150,0.12,0.18,0.10,0.13,0.00,26
105/09/29,152000,17610,0.11,0.12,0.10,0.12,-0.01,10
105/09/30,439000,51570,0.11,0.14,0.10,0.12,0.00,20
105/10/03,264000,31150,0.12,0.14,0.11,0.13,+0.01,13
105/10/04,1175000,156900,0.13,0.15,0.13,0.13,0.00,19
105/10/05,360000,40800,0.14,0.14,0.11,0.11,-0.02,11
105/10/06,417000,57280,0.13,0.14,0.13,0.14,+0.03,17
105/10/07,40000,5200,0.13,0.13,0.13,0.13,-0.01,2
105/10/11,109000,11700,0.12,0.12,0.09,0.10,-0.03,7
105/10/12,47000,5540,0.12,0.12,0.11,0.12,+0.02,5
105/10/13,832000,83200,0.10,0.10,0.10,0.10,-0.02,10
105/10/14,1348000,196940,0.12,0.18,0.12,0.13,+0.03,44
105/10/17,230000,26500,0.12,0.13,0.11,0.13,0.00,6
105/10/18,90000,12500,0.13,0.14,0.13,0.14,+0.01,6
105/10/19,180000,21810,0.13,0.13,0.12,0.12,-0.02,9
105/10/20,743000,67210,0.11,0.11,0.07,0.11,-0.01,23
105/10/21,822000,72800,0.07,0.11,0.07,0.11,0.00,13
105/10/24,66000,6600,0.10,0.10,0.10,0.10,-0.01,2
105/10/25,191000,23870,0.12,0.13,0.10,0.10,0.00,10
105/10/26,25000,3000,0.12,0.12,0.12,0.12,+0.02,2
105/10/27,520000,75400,0.15,0.15,0.13,0.13,+0.01,19
105/10/28,123000,14940,0.15,0.15,0.12,0.12,-0.01,6
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,156000,13080,0.10,0.10,0.07,0.08,-0.04,8
105/11/03,281000,18080,0.08,0.08,0.06,0.08,0.00,7
105/11/04,5000,400,0.08,0.08,0.08,0.08,0.00,1
105/11/07,200000,12000,0.06,0.06,0.06,0.06,-0.02,2
105/11/08,330000,20200,0.06,0.08,0.06,0.08,+0.02,7
105/11/09,148000,8080,0.06,0.06,0.05,0.05,-0.03,7
105/11/10,20000,1200,0.06,0.06,0.06,0.06,+0.01,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,179000,7660,0.04,0.05,0.04,0.05,-0.01,5
105/11/15,150000,4800,0.04,0.04,0.03,0.03,-0.02,5
105/11/16,0,0,---,---,---,---,---,0
105/11/17,120000,6000,0.05,0.05,0.05,0.05,+0.02,3
105/11/18,220000,11000,0.05,0.05,0.05,0.05,0.00,4
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,139000,4470,0.04,0.04,0.03,0.03,-0.02,3
105/11/24,0,0,---,---,---,---,---,0
