105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,310000,275400,0.89,0.89,0.84,0.84,-0.06,3
105/10/14,415000,286050,0.71,0.73,0.64,0.65,-0.19,7
105/10/17,570000,397980,0.66,0.79,0.66,0.75,+0.10,11
105/10/18,1140000,1017530,0.84,0.93,0.81,0.87,+0.12,15
105/10/19,914000,787740,0.88,0.88,0.82,0.84,-0.03,10
105/10/20,975000,703400,0.76,0.76,0.66,0.69,-0.15,13
105/10/21,210000,163800,0.78,0.78,0.78,0.78,+0.09,2
105/10/24,1000000,766800,0.80,0.81,0.74,0.75,-0.03,8
105/10/25,1170000,855500,0.74,0.74,0.72,0.72,-0.03,11
105/10/26,430000,289200,0.67,0.71,0.67,0.70,-0.02,3
105/10/27,651000,554190,0.85,0.89,0.82,0.82,+0.12,16
105/10/28,424000,312000,0.74,0.75,0.68,0.68,-0.14,11
105/10/31,650000,396600,0.60,0.62,0.60,0.62,-0.06,7
105/11/01,810000,530800,0.66,0.68,0.65,0.68,+0.06,4
105/11/02,500000,326000,0.66,0.67,0.64,0.64,-0.04,7
105/11/03,810000,491800,0.61,0.63,0.58,0.60,-0.04,5
105/11/04,1247000,629520,0.48,0.61,0.47,0.61,+0.01,19
105/11/07,985000,663700,0.68,0.70,0.66,0.69,+0.08,10
105/11/08,1385000,882300,0.67,0.67,0.61,0.62,-0.07,14
105/11/09,1922000,872680,0.50,0.54,0.38,0.38,-0.24,25
105/11/10,770000,389500,0.49,0.53,0.48,0.52,+0.14,14
105/11/11,630000,292000,0.48,0.48,0.46,0.46,-0.06,7
105/11/14,610000,264800,0.45,0.49,0.41,0.49,+0.03,5
105/11/15,940000,491300,0.50,0.53,0.50,0.51,+0.02,7
105/11/16,115000,64550,0.57,0.57,0.56,0.56,+0.05,3
105/11/17,2762000,1748900,0.58,0.67,0.58,0.67,+0.11,34
105/11/18,1982000,1493800,0.79,0.79,0.72,0.72,+0.05,41
105/11/21,1256000,875140,0.69,0.72,0.67,0.72,0.00,18
105/11/22,2232000,1857320,0.79,0.87,0.78,0.81,+0.09,73
105/11/23,922000,760570,0.85,0.86,0.78,0.80,-0.01,30
105/11/24,1298000,1281570,1.06,1.08,0.87,0.89,+0.09,43
105/11/25,417000,360220,0.85,0.94,0.84,0.88,-0.01,15
105/11/28,1862000,1370870,0.89,0.89,0.64,0.64,-0.24,29
105/11/29,1104000,823850,0.74,0.77,0.74,0.76,+0.12,14
