105/08/24,0,0,---,---,---,---,---,0
105/08/25,29000,26870,0.93,0.93,0.92,0.93,-0.02,5
105/08/26,119000,119050,0.98,1.03,0.98,1.00,+0.07,4
105/08/29,466000,465400,1.00,1.03,0.97,1.02,+0.02,21
105/08/30,1439000,1519430,1.04,1.09,1.01,1.04,+0.02,23
105/08/31,792000,807840,1.04,1.04,1.00,1.03,-0.01,19
105/09/01,57000,54430,0.97,0.97,0.95,0.96,-0.07,5
105/09/02,665000,719810,1.02,1.22,1.01,1.19,+0.23,30
105/09/05,1074000,1259710,1.23,1.25,1.13,1.17,-0.02,54
105/09/06,1239000,1462140,1.18,1.22,1.12,1.22,+0.05,28
105/09/07,2140000,2853440,1.26,1.39,1.26,1.26,+0.04,63
105/09/08,760000,928550,1.23,1.26,1.18,1.21,-0.05,30
105/09/09,76000,88590,1.18,1.19,1.16,1.19,-0.02,4
105/09/10,94000,103260,1.10,1.12,1.09,1.09,-0.10,6
105/09/12,1593000,2028890,1.20,1.33,1.13,1.13,+0.04,68
105/09/13,1666000,1885860,1.18,1.18,1.04,1.10,-0.03,89
105/09/14,2014000,2223860,1.08,1.15,1.07,1.15,+0.05,37
105/09/19,3757000,4570090,1.20,1.26,1.18,1.22,+0.07,56
105/09/20,2351000,2788410,1.16,1.21,1.16,1.17,-0.05,40
105/09/21,336000,403850,1.21,1.24,1.17,1.17,0.00,13
105/09/22,3246000,4112600,1.21,1.32,1.20,1.32,+0.15,77
105/09/23,2824000,4371460,1.38,1.71,1.38,1.66,+0.34,118
105/09/26,1353000,2253630,1.64,1.75,1.59,1.74,+0.08,45
105/09/29,306000,520710,1.82,1.82,1.59,1.59,-0.15,14
105/09/30,493000,806880,1.67,1.70,1.53,1.58,-0.01,19
105/10/03,556000,893720,1.66,1.66,1.56,1.60,+0.02,11
105/10/04,636000,1135510,1.74,1.87,1.71,1.71,+0.11,15
105/10/05,576000,970790,1.75,1.75,1.64,1.70,-0.01,5
105/10/06,125000,227840,1.83,1.83,1.73,1.73,+0.03,9
105/10/07,70000,119000,1.70,1.70,1.70,1.70,-0.03,1
105/10/11,40000,74290,1.86,1.86,1.77,1.77,+0.07,3
105/10/12,80000,129580,1.57,1.64,1.57,1.60,-0.17,4
