105/09/22,0,0,---,---,---,---,---,0
105/09/23,149000,129850,0.89,0.89,0.87,0.89,+0.02,3
105/09/26,388000,351400,0.90,0.91,0.89,0.91,+0.02,9
105/09/29,220000,199800,0.91,0.91,0.89,0.89,-0.02,2
105/09/30,281000,259790,0.94,0.94,0.91,0.92,+0.03,13
105/10/03,124000,109600,0.94,0.94,0.87,0.87,-0.05,5
105/10/04,118000,98200,0.85,0.85,0.83,0.85,-0.02,4
105/10/05,50000,41500,0.83,0.83,0.83,0.83,-0.02,3
105/10/06,104000,84190,0.80,0.81,0.80,0.81,-0.02,2
105/10/07,109000,86310,0.79,0.81,0.79,0.81,0.00,2
105/10/11,137000,89710,0.77,0.77,0.63,0.63,-0.18,4
105/10/12,221000,139230,0.63,0.63,0.63,0.63,0.00,3
105/10/13,231000,122630,0.55,0.55,0.53,0.53,-0.10,6
105/10/14,11000,5760,0.56,0.56,0.52,0.52,-0.01,2
105/10/17,28000,11450,0.43,0.44,0.37,0.44,-0.08,3
105/10/18,29000,13160,0.47,0.47,0.45,0.46,+0.02,4
105/10/19,1000,500,0.50,0.50,0.50,0.50,+0.04,1
105/10/20,19000,8750,0.46,0.47,0.46,0.47,-0.03,2
105/10/21,253000,124040,0.48,0.51,0.48,0.51,+0.04,4
105/10/24,471000,228790,0.48,0.49,0.48,0.49,-0.02,7
