105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,58000,78300,1.35,1.35,1.35,1.35,+0.05,2
105/12/01,58000,74240,1.28,1.28,1.28,1.28,-0.07,2
105/12/02,150000,185400,1.24,1.24,1.23,1.23,-0.05,2
105/12/05,199000,246760,1.24,1.24,1.24,1.24,+0.01,3
105/12/06,374000,470410,1.25,1.27,1.24,1.27,+0.03,7
105/12/07,246000,319390,1.36,1.37,1.25,1.25,-0.02,7
105/12/08,535000,767270,1.31,1.50,1.31,1.43,+0.18,19
105/12/09,433000,611570,1.45,1.45,1.36,1.37,-0.06,12
105/12/12,171000,212940,1.26,1.26,1.23,1.23,-0.14,4
105/12/13,90000,111500,1.25,1.25,1.23,1.23,0.00,4
105/12/14,108000,131350,1.25,1.25,1.20,1.20,-0.03,3
105/12/15,67000,79730,1.19,1.19,1.19,1.19,-0.01,1
105/12/16,133000,168320,1.29,1.29,1.24,1.24,+0.05,4
