105/10/31,0,0,---,---,---,---,---,0
105/11/01,98000,75880,0.80,0.81,0.73,0.73,-0.02,4
105/11/02,170000,128000,0.77,0.79,0.70,0.70,-0.03,5
105/11/03,158000,96780,0.72,0.72,0.56,0.64,-0.06,9
105/11/04,53000,38060,0.72,0.72,0.68,0.68,+0.04,3
105/11/07,126000,86380,0.67,0.80,0.67,0.80,+0.12,6
105/11/08,49000,37500,0.79,0.79,0.73,0.75,-0.05,6
105/11/09,10000,6420,0.69,0.69,0.58,0.58,-0.17,6
105/11/10,226000,156340,0.65,0.78,0.65,0.78,+0.20,12
105/11/11,270000,198760,0.73,0.75,0.69,0.72,-0.06,10
105/11/14,324000,209900,0.63,0.69,0.63,0.64,-0.08,7
105/11/15,0,0,---,---,---,---,---,0
105/11/16,7000,7500,0.96,1.09,0.96,1.09,+0.45,3
105/11/17,21000,30800,1.20,1.59,1.20,1.59,+0.50,5
105/11/18,875000,1155040,1.63,1.63,1.19,1.59,0.00,47
105/11/21,704000,1069190,1.47,1.59,1.43,1.59,0.00,45
105/11/22,607000,985430,1.53,1.86,1.53,1.86,+0.27,32
105/11/23,245000,476900,1.89,2.07,1.87,1.88,+0.02,23
105/11/24,23000,41900,1.80,1.90,1.80,1.80,-0.08,4
105/11/25,324000,633920,2.00,2.07,1.85,2.07,+0.27,10
105/11/28,40000,82200,2.06,2.06,2.02,2.02,-0.05,3
