105/09/13,0,0,---,---,---,---,---,0
105/09/14,104000,136420,1.33,1.33,1.30,1.30,+0.03,6
105/09/19,156000,234690,1.49,1.55,1.45,1.49,+0.19,10
105/09/20,169000,242390,1.44,1.45,1.38,1.44,-0.05,7
105/09/21,107000,150750,1.45,1.45,1.40,1.42,-0.02,3
105/09/22,30000,40800,1.36,1.36,1.36,1.36,-0.06,1
105/09/23,259000,408080,1.47,1.82,1.47,1.71,+0.35,15
105/09/26,810000,1572410,1.76,2.31,1.75,2.07,+0.36,48
105/09/29,558000,1198000,2.21,2.21,2.02,2.09,+0.02,15
105/09/30,494000,1064770,2.06,2.33,2.03,2.18,+0.09,29
105/10/03,927000,2302750,2.34,2.86,2.27,2.81,+0.63,61
105/10/04,618000,1675390,2.69,2.84,2.56,2.75,-0.06,17
105/10/05,104000,280920,2.74,2.84,2.68,2.68,-0.07,7
105/10/06,10000,23760,2.41,2.41,2.36,2.36,-0.32,4
105/10/07,84000,210620,2.41,2.68,2.38,2.41,+0.05,9
105/10/11,104000,196180,2.03,2.09,1.63,1.63,-0.78,7
105/10/12,58000,101540,1.68,1.84,1.68,1.84,+0.21,4
105/10/13,17000,31230,1.89,1.89,1.83,1.83,-0.01,2
105/10/14,3000,4100,1.37,1.37,1.36,1.36,-0.47,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,22000,31500,1.43,1.44,1.40,1.40,+0.03,3
105/10/19,107000,197220,1.66,1.96,1.66,1.86,+0.46,11
105/10/20,56000,104720,1.87,1.93,1.77,1.81,-0.05,4
105/10/21,50000,79000,1.58,1.58,1.58,1.58,-0.23,1
105/10/24,12000,18160,1.52,1.52,1.48,1.48,-0.10,2
105/10/25,38000,63720,1.58,1.74,1.58,1.70,+0.22,8
105/10/26,28000,45300,1.64,1.64,1.60,1.62,-0.08,3
105/10/27,74000,121720,1.60,1.69,1.60,1.68,+0.06,8
105/10/28,182000,315280,1.67,1.85,1.67,1.85,+0.17,18
105/10/31,133000,200500,1.58,1.58,1.45,1.54,-0.31,8
105/11/01,78000,119980,1.58,1.64,1.45,1.46,-0.08,9
105/11/02,93000,118530,1.36,1.36,1.20,1.21,-0.25,9
105/11/03,140000,143600,1.12,1.12,0.97,0.97,-0.24,5
105/11/04,15000,15700,1.05,1.05,1.04,1.04,+0.07,3
105/11/07,35000,37450,1.07,1.07,1.07,1.07,+0.03,1
105/11/08,15000,15900,1.06,1.06,1.06,1.06,-0.01,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,20000,13000,0.65,0.65,0.65,0.65,-0.13,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,40000,30800,0.73,0.81,0.73,0.81,+0.18,2
105/11/17,20000,15600,0.78,0.78,0.78,0.78,-0.03,1
105/11/18,9000,8040,0.88,0.90,0.88,0.90,+0.12,3
105/11/21,47000,43810,0.93,0.98,0.93,0.98,+0.08,4
105/11/22,65000,70050,1.11,1.11,1.05,1.05,+0.07,3
105/11/23,11000,10340,0.94,0.94,0.94,0.94,-0.11,1
105/11/24,90000,92700,1.03,1.04,1.00,1.04,+0.10,4
105/11/25,124000,138280,1.09,1.18,1.06,1.06,+0.02,8
105/11/28,25000,26500,1.06,1.06,1.06,1.06,0.00,2
105/11/29,14000,13720,0.98,0.98,0.98,0.98,-0.08,1
105/11/30,5000,4350,0.87,0.87,0.87,0.87,-0.11,1
105/12/01,23000,20340,0.85,0.92,0.85,0.92,+0.05,3
105/12/02,35000,29010,0.83,0.83,0.82,0.83,-0.09,3
