105/08/24,367000,116600,0.32,0.32,0.30,0.30,-0.03,4
105/08/25,600000,178000,0.29,0.30,0.29,0.30,0.00,6
105/08/26,100000,28000,0.28,0.28,0.28,0.28,-0.02,1
105/08/29,750000,195500,0.26,0.27,0.26,0.27,-0.01,5
105/08/30,0,0,---,---,---,---,---,0
105/08/31,200000,52000,0.26,0.26,0.26,0.26,-0.01,2
105/09/01,300000,75000,0.25,0.25,0.25,0.25,-0.01,3
105/09/02,435000,107650,0.25,0.25,0.24,0.25,0.00,6
105/09/05,625000,153250,0.25,0.25,0.24,0.24,-0.01,5
105/09/06,300000,69000,0.23,0.23,0.23,0.23,-0.01,1
105/09/07,600000,120000,0.20,0.20,0.20,0.20,-0.03,2
105/09/08,430000,81700,0.19,0.19,0.19,0.19,-0.01,5
105/09/09,446000,75820,0.17,0.17,0.17,0.17,-0.02,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,60000,9000,0.15,0.15,0.15,0.15,-0.02,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,1000,120,0.12,0.12,0.12,0.12,-0.02,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,400000,60000,0.14,0.16,0.14,0.15,+0.04,4
105/10/04,300000,44000,0.14,0.16,0.14,0.16,+0.01,3
105/10/05,721000,168750,0.22,0.25,0.22,0.24,+0.08,11
105/10/06,305000,75200,0.26,0.26,0.24,0.24,0.00,3
105/10/07,105000,23200,0.24,0.24,0.22,0.22,-0.02,2
105/10/11,191000,38120,0.22,0.22,0.19,0.19,-0.03,3
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,30000,3900,0.13,0.13,0.13,0.13,-0.03,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
